stage	sb	ID	Fa	trans	dnds	dn	ds
G31	unbias	31_unbias	RBH_pair_7399.fa	TRINITY_DN142927_c4_g1_i5	0.083	0.1202	1.4482
G31	unbias	31_unbias	RBH_pair_400.fa	TRINITY_DN131334_c0_g2_i12	0.3213	0.4654	1.4485
G31	unbias	31_unbias	RBH_pair_9786.fa	TRINITY_DN125595_c2_g2_i4	0.125	0.1811	1.4488
G31	unbias	31_unbias	RBH_pair_8274.fa	TRINITY_DN122238_c1_g1_i2	0.112	0.1624	1.4498
G31	unbias	31_unbias	RBH_pair_1833.fa	TRINITY_DN124936_c6_g2_i3	0.0111	0.0162	1.4499
G31	unbias	31_unbias	RBH_pair_8941.fa	TRINITY_DN136785_c2_g3_i1	0.0967	0.1402	1.4502
G31	unbias	31_unbias	RBH_pair_1387.fa	TRINITY_DN122501_c3_g1_i1	0.01	0.0145	1.451
G31	unbias	31_unbias	RBH_pair_3486.fa	TRINITY_DN121675_c9_g2_i4	0.0631	0.0915	1.4511
G31	unbias	31_unbias	RBH_pair_10151.fa	TRINITY_DN129296_c1_g2_i2	0.0281	0.0408	1.4516
G31	unbias	31_unbias	RBH_pair_5658.fa	TRINITY_DN143841_c3_g1_i3	0.0136	0.0198	1.4517
G31	unbias	31_unbias	RBH_pair_5132.fa	TRINITY_DN118724_c2_g1_i1	0.0182	0.0264	1.4517
G31	unbias	31_unbias	RBH_pair_3119.fa	TRINITY_DN134580_c1_g2_i2	0.0037	0.0053	1.452
G31	unbias	31_unbias	RBH_pair_10479.fa	TRINITY_DN131356_c0_g1_i7	0.0217	0.0314	1.4521
G31	unbias	31_unbias	RBH_pair_10330.fa	TRINITY_DN137804_c2_g1_i2	0.0404	0.0587	1.4523
G31	unbias	31_unbias	RBH_pair_5759.fa	TRINITY_DN132504_c4_g1_i4	0.0299	0.0434	1.4525
G31	unbias	31_unbias	RBH_pair_930.fa	TRINITY_DN132008_c3_g2_i4	0.0985	0.1431	1.4525
G31	unbias	31_unbias	RBH_pair_8142.fa	TRINITY_DN143337_c0_g1_i1	0.0426	0.0619	1.4526
G31	unbias	31_unbias	RBH_pair_2115.fa	TRINITY_DN130689_c7_g2_i5	0.0889	0.1291	1.4527
G31	unbias	31_unbias	RBH_pair_5698.fa	TRINITY_DN129327_c0_g1_i3	0.1094	0.159	1.4528
G31	unbias	31_unbias	RBH_pair_4789.fa	TRINITY_DN120461_c7_g1_i1	0.018	0.0262	1.4532
G31	unbias	31_unbias	RBH_pair_2653.fa	TRINITY_DN123537_c2_g3_i1	0.0766	0.1113	1.4533
G31	unbias	31_unbias	RBH_pair_9270.fa	TRINITY_DN139401_c3_g1_i2	0.105	0.1526	1.4535
G31	unbias	31_unbias	RBH_pair_8045.fa	TRINITY_DN137008_c0_g1_i10	0.0246	0.0358	1.4537
G31	unbias	31_unbias	RBH_pair_9831.fa	TRINITY_DN123003_c9_g2_i1	0.1525	0.2217	1.454
G31	unbias	31_unbias	RBH_pair_9140.fa	TRINITY_DN141338_c2_g1_i1	0.0668	0.0971	1.4543
G31	unbias	31_unbias	RBH_pair_6891.fa	TRINITY_DN139658_c6_g2_i1	0.0458	0.0667	1.4548
G31	unbias	31_unbias	RBH_pair_9291.fa	TRINITY_DN142007_c3_g1_i2	0.0355	0.0517	1.4549
G31	unbias	31_unbias	RBH_pair_9866.fa	TRINITY_DN122460_c2_g1_i5	0.0345	0.0502	1.455
G31	unbias	31_unbias	RBH_pair_6764.fa	TRINITY_DN125482_c0_g2_i3	0.1045	0.152	1.4553
G31	unbias	31_unbias	RBH_pair_7800.fa	TRINITY_DN117539_c1_g1_i1	0.0224	0.0326	1.4554
G31	unbias	31_unbias	RBH_pair_10731.fa	TRINITY_DN136749_c0_g1_i10	0.0887	0.1292	1.4554
G31	unbias	31_unbias	RBH_pair_9795.fa	TRINITY_DN127931_c2_g1_i2	0.0409	0.0596	1.4558
G31	unbias	31_unbias	RBH_pair_4457.fa	TRINITY_DN136081_c1_g1_i2	0.1075	0.1565	1.4558
G31	unbias	31_unbias	RBH_pair_9293.fa	TRINITY_DN127196_c1_g1_i1	0.0769	0.1119	1.4559
G31	unbias	31_unbias	RBH_pair_4661.fa	TRINITY_DN122091_c5_g3_i2	0.0861	0.1254	1.4562
G31	unbias	31_unbias	RBH_pair_3631.fa	TRINITY_DN141776_c1_g1_i3	0.0443	0.0646	1.4565
G31	unbias	31_unbias	RBH_pair_8872.fa	TRINITY_DN137847_c3_g1_i5	0.0581	0.0847	1.4567
G31	unbias	31_unbias	RBH_pair_4863.fa	TRINITY_DN124490_c1_g2_i2	0.1143	0.1665	1.457
G31	unbias	31_unbias	RBH_pair_9256.fa	TRINITY_DN112419_c0_g1_i2	0.0233	0.0339	1.4572
G31	unbias	31_unbias	RBH_pair_6895.fa	TRINITY_DN140247_c9_g1_i3	0.0728	0.1061	1.4573
G31	unbias	31_unbias	RBH_pair_2441.fa	TRINITY_DN124750_c2_g1_i2	0.0769	0.1121	1.4578
G31	unbias	31_unbias	RBH_pair_10611.fa	TRINITY_DN138371_c1_g1_i1	0.0552	0.0805	1.4579
G31	unbias	31_unbias	RBH_pair_9013.fa	TRINITY_DN125416_c0_g1_i1	0.0691	0.1007	1.458
G31	unbias	31_unbias	RBH_pair_8689.fa	TRINITY_DN126171_c3_g1_i3	0.0747	0.109	1.458
G31	unbias	31_unbias	RBH_pair_3659.fa	TRINITY_DN127287_c2_g3_i3	0.081	0.1182	1.458
G31	unbias	31_unbias	RBH_pair_8497.fa	TRINITY_DN114323_c4_g4_i2	0.0019	0.0027	1.4581
G31	unbias	31_unbias	RBH_pair_3524.fa	TRINITY_DN117258_c1_g4_i7	0.6163	0.8987	1.4582
G31	unbias	31_unbias	RBH_pair_9761.fa	TRINITY_DN130175_c4_g1_i2	0.0393	0.0573	1.4584
G31	unbias	31_unbias	RBH_pair_6421.fa	TRINITY_DN121557_c0_g1_i1	0.0651	0.0949	1.4586
G31	unbias	31_unbias	RBH_pair_10038.fa	TRINITY_DN128870_c4_g4_i2	0.0151	0.022	1.4587
G31	unbias	31_unbias	RBH_pair_6386.fa	TRINITY_DN134323_c3_g1_i1	0.0305	0.0445	1.4588
G31	unbias	31_unbias	RBH_pair_909.fa	TRINITY_DN124786_c1_g2_i6	0.0571	0.0833	1.4588
G31	unbias	31_unbias	RBH_pair_8639.fa	TRINITY_DN118006_c0_g1_i3	0.0333	0.0485	1.4592
G31	unbias	31_unbias	RBH_pair_7867.fa	TRINITY_DN132675_c0_g4_i5	0.0428	0.0624	1.4598
G31	unbias	31_unbias	RBH_pair_2852.fa	TRINITY_DN133090_c5_g1_i7	0.0296	0.0432	1.4599
G31	unbias	31_unbias	RBH_pair_10275.fa	TRINITY_DN134561_c5_g1_i1	0.0866	0.1264	1.4599
G31	unbias	31_unbias	RBH_pair_5358.fa	TRINITY_DN129653_c2_g2_i3	0.1722	0.2515	1.4603
G31	unbias	31_unbias	RBH_pair_4359.fa	TRINITY_DN121288_c2_g1_i1	0.008	0.0116	1.4609
G31	unbias	31_unbias	RBH_pair_5718.fa	TRINITY_DN132637_c1_g1_i3	0.1008	0.1473	1.4611
G31	unbias	31_unbias	RBH_pair_4135.fa	TRINITY_DN121535_c3_g2_i3	0.0337	0.0493	1.4612
G31	unbias	31_unbias	RBH_pair_10688.fa	TRINITY_DN134288_c3_g1_i4	0.0345	0.0504	1.4616
G31	unbias	31_unbias	RBH_pair_3876.fa	TRINITY_DN126531_c0_g2_i1	0.0303	0.0444	1.4617
G31	unbias	31_unbias	RBH_pair_3780.fa	TRINITY_DN127656_c7_g2_i2	0.041	0.06	1.4617
G31	unbias	31_unbias	RBH_pair_7794.fa	TRINITY_DN128757_c3_g1_i1	0.0029	0.0042	1.4619
G31	unbias	31_unbias	RBH_pair_3680.fa	TRINITY_DN136250_c8_g1_i1	0.0034	0.005	1.4619
G31	unbias	31_unbias	RBH_pair_6414.fa	TRINITY_DN125636_c2_g1_i3	0.0616	0.09	1.4619
G31	unbias	31_unbias	RBH_pair_5140.fa	TRINITY_DN134017_c1_g3_i1	0.0772	0.1129	1.4622
G31	unbias	31_unbias	RBH_pair_3116.fa	TRINITY_DN133387_c4_g1_i2	0.1	0.1462	1.4623
G31	unbias	31_unbias	RBH_pair_7007.fa	TRINITY_DN127311_c2_g1_i4	0.0448	0.0655	1.4624
G31	unbias	31_unbias	RBH_pair_8907.fa	TRINITY_DN138681_c6_g1_i2	0.0365	0.0533	1.463
G31	unbias	31_unbias	RBH_pair_1062.fa	TRINITY_DN118435_c5_g2_i1	0.243	0.3558	1.4643
G31	unbias	31_unbias	RBH_pair_8017.fa	TRINITY_DN134599_c0_g1_i1	0.1169	0.1713	1.4649
G31	unbias	31_unbias	RBH_pair_7651.fa	TRINITY_DN127815_c1_g2_i1	0.1068	0.1565	1.4651
G31	unbias	31_unbias	RBH_pair_3728.fa	TRINITY_DN116962_c4_g1_i3	0.0374	0.0547	1.4653
G31	unbias	31_unbias	RBH_pair_4289.fa	TRINITY_DN113652_c5_g1_i1	0.0063	0.0093	1.4656
G31	unbias	31_unbias	RBH_pair_1640.fa	TRINITY_DN113624_c0_g2_i1	0.1036	0.1518	1.4656
G31	unbias	31_unbias	RBH_pair_9491.fa	TRINITY_DN133543_c1_g1_i3	0.1353	0.1983	1.466
G31	unbias	31_unbias	RBH_pair_6300.fa	TRINITY_DN130282_c1_g1_i1	0.047	0.0689	1.4661
G31	unbias	31_unbias	RBH_pair_668.fa	TRINITY_DN117238_c10_g1_i1	0.1348	0.1976	1.4662
G31	unbias	31_unbias	RBH_pair_7068.fa	TRINITY_DN138796_c4_g1_i2	0.029	0.0425	1.4664
G31	unbias	31_unbias	RBH_pair_6218.fa	TRINITY_DN138640_c1_g2_i3	0.0335	0.0492	1.4668
G31	unbias	31_unbias	RBH_pair_1408.fa	TRINITY_DN132080_c3_g5_i4	0.1163	0.1706	1.4668
G31	unbias	31_unbias	RBH_pair_8407.fa	TRINITY_DN123719_c4_g3_i2	0.0236	0.0346	1.4672
G31	unbias	31_unbias	RBH_pair_9807.fa	TRINITY_DN114780_c0_g1_i2	0.0407	0.0597	1.4673
G31	unbias	31_unbias	RBH_pair_3735.fa	TRINITY_DN129275_c4_g4_i10	0.0546	0.0802	1.4674
G31	unbias	31_unbias	RBH_pair_2475.fa	TRINITY_DN141214_c3_g1_i4	0.0257	0.0377	1.4675
G31	unbias	31_unbias	RBH_pair_4330.fa	TRINITY_DN127075_c1_g1_i4	0.0286	0.042	1.4678
G31	unbias	31_unbias	RBH_pair_6663.fa	TRINITY_DN125442_c2_g1_i4	0.069	0.1013	1.4682
G31	unbias	31_unbias	RBH_pair_8372.fa	TRINITY_DN135574_c1_g1_i8	0.0666	0.0978	1.4683
G31	unbias	31_unbias	RBH_pair_4361.fa	TRINITY_DN135216_c3_g1_i3	0.0555	0.0815	1.4688
G31	unbias	31_unbias	RBH_pair_3266.fa	TRINITY_DN128167_c1_g1_i1	0.0377	0.0554	1.469
G31	unbias	31_unbias	RBH_pair_4982.fa	TRINITY_DN134673_c4_g1_i2	0.0664	0.0975	1.4691
G31	unbias	31_unbias	RBH_pair_8553.fa	TRINITY_DN141790_c2_g1_i2	0.123	0.1808	1.4695
G31	unbias	31_unbias	RBH_pair_4414.fa	TRINITY_DN135705_c9_g1_i1	0.0469	0.0689	1.4696
G31	unbias	31_unbias	RBH_pair_9979.fa	TRINITY_DN140893_c1_g1_i2	0.0983	0.1446	1.4706
G31	unbias	31_unbias	RBH_pair_7337.fa	TRINITY_DN135024_c0_g2_i1	0.0539	0.0792	1.4709
G31	unbias	31_unbias	RBH_pair_8172.fa	TRINITY_DN142162_c1_g2_i4	0.0175	0.0257	1.4713
G31	unbias	31_unbias	RBH_pair_7506.fa	TRINITY_DN125218_c4_g1_i2	0.018	0.0265	1.4715
G31	unbias	31_unbias	RBH_pair_9540.fa	TRINITY_DN117049_c1_g1_i10	0.0316	0.0465	1.4719
G31	unbias	31_unbias	RBH_pair_2154.fa	TRINITY_DN136462_c1_g1_i3	0.0563	0.0829	1.472
G31	unbias	31_unbias	RBH_pair_7663.fa	TRINITY_DN112500_c0_g1_i4	0.1049	0.1545	1.4723
G31	unbias	31_unbias	RBH_pair_8962.fa	TRINITY_DN116755_c2_g1_i1	0.035	0.0515	1.4726
G31	unbias	31_unbias	RBH_pair_8858.fa	TRINITY_DN126108_c0_g1_i2	0.0068	0.01	1.473
G31	unbias	31_unbias	RBH_pair_6989.fa	TRINITY_DN132204_c6_g1_i2	0.0275	0.0405	1.4732
G31	unbias	31_unbias	RBH_pair_9913.fa	TRINITY_DN134293_c4_g2_i2	0.0556	0.0819	1.4738
G31	unbias	31_unbias	RBH_pair_3579.fa	TRINITY_DN142016_c0_g1_i3	0.0434	0.0639	1.4739
G31	unbias	31_unbias	RBH_pair_7336.fa	TRINITY_DN120605_c0_g2_i4	0.0186	0.0274	1.4742
G31	unbias	31_unbias	RBH_pair_8769.fa	TRINITY_DN137170_c2_g1_i1	0.0747	0.1101	1.4743
G31	unbias	31_unbias	RBH_pair_2557.fa	TRINITY_DN125372_c3_g5_i2	0.0566	0.0834	1.4745
G31	unbias	31_unbias	RBH_pair_10792.fa	TRINITY_DN143248_c1_g1_i2	0.1337	0.1972	1.4745
G31	unbias	31_unbias	RBH_pair_1761.fa	TRINITY_DN122997_c2_g1_i16	0.0372	0.0549	1.4746
G31	unbias	31_unbias	RBH_pair_7746.fa	TRINITY_DN124909_c2_g1_i1	0.052	0.0766	1.4746
G31	unbias	31_unbias	RBH_pair_4977.fa	TRINITY_DN115950_c3_g2_i2	0.1297	0.1912	1.4747
G31	unbias	31_unbias	RBH_pair_3092.fa	TRINITY_DN134554_c6_g1_i2	0.0651	0.096	1.4748
G31	unbias	31_unbias	RBH_pair_3928.fa	TRINITY_DN115297_c0_g1_i10	0.0756	0.1115	1.475
G31	unbias	31_unbias	RBH_pair_7733.fa	TRINITY_DN116880_c3_g1_i1	0.0441	0.0651	1.4752
G31	unbias	31_unbias	RBH_pair_8370.fa	TRINITY_DN140798_c3_g3_i11	0.0792	0.1168	1.4754
G31	unbias	31_unbias	RBH_pair_4633.fa	TRINITY_DN118501_c0_g1_i2	0.1373	0.2026	1.4755
G31	unbias	31_unbias	RBH_pair_6486.fa	TRINITY_DN122148_c8_g1_i1	0.0399	0.0588	1.4757
G31	unbias	31_unbias	RBH_pair_7266.fa	TRINITY_DN128915_c3_g1_i1	0.0335	0.0495	1.4758
G31	unbias	31_unbias	RBH_pair_7669.fa	TRINITY_DN114032_c0_g1_i5	0.0633	0.0934	1.4761
G31	unbias	31_unbias	RBH_pair_10174.fa	TRINITY_DN125654_c3_g4_i3	0.1361	0.2008	1.4761
G31	unbias	31_unbias	RBH_pair_3951.fa	TRINITY_DN136097_c3_g1_i2	0.0859	0.1269	1.4763
G31	unbias	31_unbias	RBH_pair_2585.fa	TRINITY_DN139839_c2_g1_i2	0.0226	0.0333	1.4764
G31	unbias	31_unbias	RBH_pair_3529.fa	TRINITY_DN139434_c1_g1_i4	0.0278	0.0411	1.4766
G31	unbias	31_unbias	RBH_pair_10216.fa	TRINITY_DN114597_c2_g1_i1	0.0056	0.0082	1.4767
G31	unbias	31_unbias	RBH_pair_2262.fa	TRINITY_DN123012_c3_g1_i7	0.0285	0.0421	1.4771
G31	unbias	31_unbias	RBH_pair_6786.fa	TRINITY_DN123504_c1_g3_i2	0.0135	0.0199	1.4772
G31	unbias	31_unbias	RBH_pair_10756.fa	TRINITY_DN119288_c1_g1_i1	0.1188	0.1756	1.4772
G31	unbias	31_unbias	RBH_pair_7518.fa	TRINITY_DN133801_c0_g1_i1	0.1151	0.17	1.4773
G31	unbias	31_unbias	RBH_pair_5912.fa	TRINITY_DN138722_c2_g1_i3	0.0148	0.0219	1.4777
G31	unbias	31_unbias	RBH_pair_6118.fa	TRINITY_DN133628_c5_g1_i4	0.0274	0.0406	1.4781
G31	unbias	31_unbias	RBH_pair_7335.fa	TRINITY_DN141601_c2_g1_i1	0.0594	0.0878	1.4782
G31	unbias	31_unbias	RBH_pair_4939.fa	TRINITY_DN125052_c4_g2_i2	0.0813	0.1202	1.4787
G31	unbias	31_unbias	RBH_pair_8046.fa	TRINITY_DN126737_c1_g1_i1	0.0498	0.0737	1.4788
G31	unbias	31_unbias	RBH_pair_1706.fa	TRINITY_DN125968_c0_g1_i1	0.1114	0.1647	1.4788
G31	unbias	31_unbias	RBH_pair_10607.fa	TRINITY_DN128391_c4_g2_i4	0.0435	0.0644	1.479
G31	unbias	31_unbias	RBH_pair_8800.fa	TRINITY_DN141008_c4_g3_i2	0.0137	0.0202	1.4795
G31	unbias	31_unbias	RBH_pair_9069.fa	TRINITY_DN123279_c1_g1_i4	0.0755	0.1117	1.4795
G31	unbias	31_unbias	RBH_pair_8373.fa	TRINITY_DN128028_c1_g1_i2	0.0776	0.1149	1.4799
G31	unbias	31_unbias	RBH_pair_6347.fa	TRINITY_DN114829_c4_g3_i1	0.082	0.1213	1.4802
G31	unbias	31_unbias	RBH_pair_9152.fa	TRINITY_DN142863_c2_g2_i5	0.0244	0.0361	1.4803
G31	unbias	31_unbias	RBH_pair_5833.fa	TRINITY_DN118254_c6_g1_i2	0.0842	0.1246	1.4805
G31	unbias	31_unbias	RBH_pair_2593.fa	TRINITY_DN130389_c1_g1_i6	0.0166	0.0245	1.4807
G31	unbias	31_unbias	RBH_pair_4850.fa	TRINITY_DN130947_c0_g1_i1	0.0358	0.053	1.4808
G31	unbias	31_unbias	RBH_pair_6008.fa	TRINITY_DN142401_c2_g1_i4	0.1075	0.1592	1.4812
G31	unbias	31_unbias	RBH_pair_3552.fa	TRINITY_DN141942_c4_g1_i1	0.079	0.117	1.4813
G31	unbias	31_unbias	RBH_pair_9309.fa	TRINITY_DN134258_c2_g1_i2	0.0112	0.0166	1.4823
G31	unbias	31_unbias	RBH_pair_6174.fa	TRINITY_DN123701_c14_g1_i1	0.0481	0.0713	1.4828
G31	unbias	31_unbias	RBH_pair_9530.fa	TRINITY_DN135207_c5_g1_i2	0.0606	0.0899	1.4829
G31	unbias	31_unbias	RBH_pair_10069.fa	TRINITY_DN124703_c0_g1_i1	0.0155	0.0231	1.4831
G31	unbias	31_unbias	RBH_pair_4394.fa	TRINITY_DN131577_c0_g1_i1	0.1075	0.1595	1.4837
G31	unbias	31_unbias	RBH_pair_3539.fa	TRINITY_DN130145_c0_g1_i1	0.0234	0.0347	1.4838
G31	unbias	31_unbias	RBH_pair_2380.fa	TRINITY_DN142092_c1_g1_i2	0.0477	0.0707	1.4838
G31	unbias	31_unbias	RBH_pair_2763.fa	TRINITY_DN120717_c6_g1_i5	0.0374	0.0555	1.4841
G31	unbias	31_unbias	RBH_pair_8408.fa	TRINITY_DN118671_c3_g3_i1	0.0376	0.0558	1.4841
G31	unbias	31_unbias	RBH_pair_6207.fa	TRINITY_DN125602_c3_g3_i1	0.1233	0.183	1.4842
G31	unbias	31_unbias	RBH_pair_10702.fa	TRINITY_DN121505_c5_g3_i4	0.0073	0.0109	1.4845
G31	unbias	31_unbias	RBH_pair_1432.fa	TRINITY_DN118804_c0_g1_i3	0.072	0.1068	1.4847
G31	unbias	31_unbias	RBH_pair_2084.fa	TRINITY_DN122004_c0_g1_i1	0.0881	0.1308	1.4847
G31	unbias	31_unbias	RBH_pair_2669.fa	TRINITY_DN135390_c1_g2_i3	0.0512	0.0761	1.4852
G31	unbias	31_unbias	RBH_pair_4634.fa	TRINITY_DN134455_c1_g2_i1	0.0086	0.0127	1.4859
G31	unbias	31_unbias	RBH_pair_3432.fa	TRINITY_DN139283_c1_g2_i8	0.1661	0.2467	1.4859
G31	unbias	31_unbias	RBH_pair_2812.fa	TRINITY_DN133987_c0_g2_i2	0.0643	0.0955	1.486
G31	unbias	31_unbias	RBH_pair_7352.fa	TRINITY_DN138547_c6_g1_i6	0.0819	0.1217	1.4861
G31	unbias	31_unbias	RBH_pair_7063.fa	TRINITY_DN129690_c1_g1_i3	0.0526	0.0782	1.4864
G31	unbias	31_unbias	RBH_pair_7736.fa	TRINITY_DN122261_c3_g4_i4	0.0497	0.0739	1.4865
G31	unbias	31_unbias	RBH_pair_6058.fa	TRINITY_DN136836_c2_g1_i1	0.2811	0.4181	1.4873
G31	unbias	31_unbias	RBH_pair_7403.fa	TRINITY_DN128220_c1_g1_i1	0.0526	0.0783	1.4874
G31	unbias	31_unbias	RBH_pair_7019.fa	TRINITY_DN115660_c0_g1_i6	0.0547	0.0814	1.4876
G31	unbias	31_unbias	RBH_pair_5442.fa	TRINITY_DN119007_c5_g2_i1	0.048	0.0715	1.4888
G31	unbias	31_unbias	RBH_pair_8936.fa	TRINITY_DN133899_c4_g2_i3	0.0427	0.0636	1.4891
G31	unbias	31_unbias	RBH_pair_2193.fa	TRINITY_DN108173_c0_g1_i1	0.0477	0.071	1.4891
G31	unbias	31_unbias	RBH_pair_4664.fa	TRINITY_DN138219_c0_g1_i2	0.0601	0.0895	1.4891
G31	unbias	31_unbias	RBH_pair_8325.fa	TRINITY_DN138325_c2_g2_i1	0.0342	0.0509	1.4894
G31	unbias	31_unbias	RBH_pair_9181.fa	TRINITY_DN143941_c5_g1_i7	0.0899	0.1339	1.4894
G31	unbias	31_unbias	RBH_pair_6236.fa	TRINITY_DN118012_c1_g2_i4	0.0979	0.1459	1.4897
G31	unbias	31_unbias	RBH_pair_8411.fa	TRINITY_DN116924_c0_g1_i1	0.1297	0.1932	1.4899
G31	unbias	31_unbias	RBH_pair_5364.fa	TRINITY_DN115218_c8_g1_i5	0.0407	0.0607	1.49
G31	unbias	31_unbias	RBH_pair_8980.fa	TRINITY_DN125576_c9_g1_i2	0.0473	0.0705	1.4906
G31	unbias	31_unbias	RBH_pair_6012.fa	TRINITY_DN137042_c5_g2_i1	0.0436	0.065	1.491
G31	unbias	31_unbias	RBH_pair_2526.fa	TRINITY_DN139818_c0_g2_i2	0.0296	0.0441	1.4914
G31	unbias	31_unbias	RBH_pair_3675.fa	TRINITY_DN130222_c1_g3_i4	0.0264	0.0394	1.4916
G31	unbias	31_unbias	RBH_pair_4031.fa	TRINITY_DN130660_c1_g1_i9	0.0477	0.0712	1.4921
G31	unbias	31_unbias	RBH_pair_9230.fa	TRINITY_DN141186_c0_g2_i2	0.0883	0.1318	1.4921
G31	unbias	31_unbias	RBH_pair_10417.fa	TRINITY_DN133952_c1_g1_i4	0.0269	0.0401	1.4922
G31	unbias	31_unbias	RBH_pair_1779.fa	TRINITY_DN136826_c0_g1_i4	0.0319	0.0476	1.4923
G31	unbias	31_unbias	RBH_pair_2618.fa	TRINITY_DN132779_c2_g2_i4	0.1153	0.1721	1.4927
G31	unbias	31_unbias	RBH_pair_4443.fa	TRINITY_DN114674_c5_g1_i3	0.0558	0.0833	1.4928
G31	unbias	31_unbias	RBH_pair_8981.fa	TRINITY_DN144385_c0_g1_i2	0.0938	0.14	1.4929
G31	unbias	31_unbias	RBH_pair_6916.fa	TRINITY_DN123859_c0_g1_i1	0.0534	0.0797	1.4931
G31	unbias	31_unbias	RBH_pair_8066.fa	TRINITY_DN115038_c3_g4_i2	0.0709	0.1059	1.4933
G31	unbias	31_unbias	RBH_pair_4149.fa	TRINITY_DN140373_c2_g1_i3	0.0223	0.0334	1.4938
G31	unbias	31_unbias	RBH_pair_3870.fa	TRINITY_DN134950_c3_g1_i1	0.0536	0.0801	1.494
G31	unbias	31_unbias	RBH_pair_1469.fa	TRINITY_DN128769_c4_g2_i3	0.0078	0.0117	1.4948
G31	unbias	31_unbias	RBH_pair_7278.fa	TRINITY_DN119334_c0_g5_i1	0.0571	0.0853	1.4952
G31	unbias	31_unbias	RBH_pair_3962.fa	TRINITY_DN140555_c4_g1_i1	0.0252	0.0377	1.4954
G31	unbias	31_unbias	RBH_pair_6069.fa	TRINITY_DN135230_c1_g1_i2	0.0323	0.0483	1.4957
G31	unbias	31_unbias	RBH_pair_2615.fa	TRINITY_DN135942_c0_g1_i10	0.0388	0.058	1.4958
G31	unbias	31_unbias	RBH_pair_9787.fa	TRINITY_DN111830_c0_g1_i1	0.1457	0.2181	1.4967
G31	unbias	31_unbias	RBH_pair_9056.fa	TRINITY_DN135363_c0_g1_i6	0.0427	0.0639	1.497
G31	unbias	31_unbias	RBH_pair_4791.fa	TRINITY_DN121155_c0_g1_i1	0.0455	0.0682	1.497
G31	unbias	31_unbias	RBH_pair_10519.fa	TRINITY_DN138887_c0_g1_i1	0.061	0.0913	1.4973
G31	unbias	31_unbias	RBH_pair_8645.fa	TRINITY_DN122118_c0_g1_i7	0.0868	0.13	1.4974
G31	unbias	31_unbias	RBH_pair_3231.fa	TRINITY_DN136334_c2_g1_i1	0.3128	0.4684	1.4974
G31	unbias	31_unbias	RBH_pair_7112.fa	TRINITY_DN131848_c1_g1_i2	0.0533	0.0798	1.4983
G31	unbias	31_unbias	RBH_pair_8814.fa	TRINITY_DN137320_c2_g1_i1	0.0304	0.0455	1.4987
G31	unbias	31_unbias	RBH_pair_330.fa	TRINITY_DN143149_c0_g1_i1	0.207	0.3103	1.4992
G31	unbias	31_unbias	RBH_pair_4074.fa	TRINITY_DN120739_c3_g1_i2	0.0513	0.0769	1.4996
G31	unbias	31_unbias	RBH_pair_3480.fa	TRINITY_DN124171_c3_g1_i4	0.0914	0.1371	1.4997
G31	unbias	31_unbias	RBH_pair_9290.fa	TRINITY_DN135166_c1_g2_i7	0.0523	0.0785	1.4998
G31	unbias	31_unbias	RBH_pair_3224.fa	TRINITY_DN115713_c7_g1_i1	0.0695	0.1043	1.5007
G31	unbias	31_unbias	RBH_pair_10073.fa	TRINITY_DN137161_c0_g2_i3	0.0527	0.0791	1.5008
G31	unbias	31_unbias	RBH_pair_6738.fa	TRINITY_DN133467_c9_g1_i2	0.012	0.018	1.5012
G31	unbias	31_unbias	RBH_pair_3849.fa	TRINITY_DN129846_c11_g1_i6	0.0848	0.1273	1.5013
G31	unbias	31_unbias	RBH_pair_4355.fa	TRINITY_DN126357_c0_g1_i4	0.0162	0.0243	1.5015
G31	unbias	31_unbias	RBH_pair_8025.fa	TRINITY_DN135330_c1_g4_i1	0.0742	0.1114	1.5015
G31	unbias	31_unbias	RBH_pair_1719.fa	TRINITY_DN119949_c0_g2_i5	0.0578	0.0868	1.5017
G31	unbias	31_unbias	RBH_pair_7313.fa	TRINITY_DN139983_c3_g1_i1	0.1564	0.2349	1.5018
G31	unbias	31_unbias	RBH_pair_6024.fa	TRINITY_DN142625_c2_g1_i10	0.0407	0.0611	1.5023
G31	unbias	31_unbias	RBH_pair_2506.fa	TRINITY_DN136661_c0_g1_i2	0.0653	0.0981	1.5023
G31	unbias	31_unbias	RBH_pair_3974.fa	TRINITY_DN131962_c0_g1_i1	0.0634	0.0953	1.5024
G31	unbias	31_unbias	RBH_pair_3361.fa	TRINITY_DN136089_c3_g2_i2	0.0466	0.07	1.5025
G31	unbias	31_unbias	RBH_pair_5678.fa	TRINITY_DN116716_c1_g3_i2	0.0382	0.0574	1.5026
G31	unbias	31_unbias	RBH_pair_7664.fa	TRINITY_DN129450_c4_g1_i2	0.1355	0.2036	1.5026
G31	unbias	31_unbias	RBH_pair_4118.fa	TRINITY_DN134820_c4_g1_i2	0.0924	0.1389	1.5028
G31	unbias	31_unbias	RBH_pair_4517.fa	TRINITY_DN141698_c1_g1_i1	0.0077	0.0116	1.5031
G31	unbias	31_unbias	RBH_pair_6456.fa	TRINITY_DN128190_c1_g1_i10	0.0427	0.0642	1.5035
G31	unbias	31_unbias	RBH_pair_7.fa	TRINITY_DN134107_c0_g1_i4	0.0885	0.1331	1.5041
G31	unbias	31_unbias	RBH_pair_8117.fa	TRINITY_DN131891_c9_g1_i2	0.1101	0.1657	1.5049
