gid	gname	chr	start	end
TRINITY_DN111513_c0_g1_i1	ID=Xetrov90011019mgName=fosl1]FOSL1_HUMANFOSL1_HUMANQ	Chr04	37884416	37890805
TRINITY_DN124376_c1_g1_i1	ID=Xetrov90011020mgName=tmed10]TMEDA_BOVINTMEDA_BOVINQ	Chr04	37918776	37927533
TRINITY_DN134033_c6_g3_i1	ID=Xetrov90011023mgName=athl1]ATHL1_MOUSEATHL1_MOUSEQ	Chr04	37986854	37999594
TRINITY_DN126543_c3_g1_i1	ID=Xetrov90011033mgName=snx15]SNX15_HUMANSNX15_HUMANQ	Chr04	38222481	38230504
TRINITY_DN123601_c4_g1_i3	ID=Xetrov90011034mgName=arl2]ARL2_HUMANARL2_HUMANQ	Chr04	38233084	38240988
TRINITY_DN126357_c1_g2_i1	ID=Xetrov90011035mgName=LOC100490607-like]RBM41_DANRERBM41_DANREQ	Chr04	38243172	38244185
TRINITY_DN139647_c0_g2_i4	ID=Xetrov90011039mgName=ppp2r5b]2A5B_RABIT2A5B_RABITQ	Chr04	38324330	38364743
TRINITY_DN143263_c1_g1_i1	ID=Xetrov90011042mgName=atg2a]ATG2A_XENTRATG2A_XENTRQ	Chr04	38423155	38473286
TRINITY_DN129383_c0_g2_i1	ID=Xetrov90011045mgName=LOC100491113-like]IP3KB_RATIP3KB_RATQ	Chr04	38472336	38501671
TRINITY_DN120681_c5_g1_i1	ID=Xetrov90011046mgName=ehd1]EHD1_BOVINEHD1_BOVINQ	Chr04	38542884	38570006
TRINITY_DN138445_c1_g4_i2	ID=Xetrov90011047mgName=vps51]VPS51_XENTRVPS51_XENTRQ	Chr04	38574357	38583142
TRINITY_DN111554_c0_g1_i3	ID=Xetrov90011048mgName=spdyc]SPD1B_XENLASPD1B_XENLAQ	Chr04	38584858	38593127
TRINITY_DN127337_c8_g1_i1	ID=Xetrov90011052mgName=cdca5]CCA5B_XENLACCA5B_XENLAQ	Chr04	38738064	38744890
TRINITY_DN114931_c3_g1_i2	ID=Xetrov90011054mgName=zfpl1]ZFPL1_XENTRZFPL1_XENTRQ	Chr04	38745005	38752437
TRINITY_DN129027_c1_g1_i5	ID=Xetrov90011055mgName=LOC100497498-like]MRCKA_HUMANMRCKA_HUMANQ	Chr04	38769618	38826308
TRINITY_DN129027_c1_g3_i4	ID=Xetrov90011056mgName=scyl1]NTKL_XENTRNTKL_XENTRQ	Chr04	38824634	38842548
TRINITY_DN136548_c1_g1_i2	ID=Xetrov90011074mgName=frmd8]FRMD8_XENLAFRMD8_XENLAQ	Chr04	38983942	39006028
TRINITY_DN138231_c4_g1_i3	ID=Xetrov90011075mgName=sult1e1]ST1D1_RATST1D1_RATQ	Chr04	39016000	39032825
TRINITY_DN119863_c5_g2_i5	ID=Xetrov90011076mgName=slc25a45]S2545_HUMANS2545_HUMANQ	Chr04	39038154	39050465
TRINITY_DN143554_c2_g3_i3	ID=Xetrov90011077mgName=LOC100497338-like]SYT1_PONABSYT1_PONABQ	Chr04	39139517	39151653
TRINITY_DN118637_c2_g2_i6	ID=Xetrov90011087mgName=rassf7]RASF8_HUMANRASF8_HUMANQ	Chr04	39550251	39599911
TRINITY_DN144310_c3_g1_i9	ID=Xetrov90011088mgName=phrf1-like]PHRF1_MOUSEPHRF1_MOUSEQ	Chr04	39612561	39652299
TRINITY_DN130529_c2_g1_i1	ID=Xetrov90011089mgName=irf7]IRF3_CHICKIRF3_CHICKQ	Chr04	39658918	39677063
TRINITY_DN128849_c4_g3_i4	ID=Xetrov90011091mgName=polr2g]RPB7_DANRERPB7_DANREQ	Chr04	39726781	39733592
TRINITY_DN123553_c1_g1_i6	ID=Xetrov90011092mgName=zbtb3]ZBTB3_MOUSEZBTB3_MOUSEQ	Chr04	39733312	39736541
TRINITY_DN129092_c2_g2_i1	ID=Xetrov90011093mgName=LOC100496229]MLP3C_HUMANMLP3C_HUMANQ	Chr04	39739544	39745382
TRINITY_DN118199_c3_g3_i3	ID=Xetrov90011095mgName=ttc9c]TTC9C_XENTRTTC9C_XENTRQ	Chr04	39766314	39774503
TRINITY_DN117308_c3_g1_i3	ID=Xetrov90011097mgName=hnrnpul2]HNRL2_HUMANHNRL2_HUMANQ	Chr04	39775191	39787452
TRINITY_DN128544_c8_g1_i2	ID=Xetrov90011100mgName=Xetrov90011100mg]BSCL2_BOVINBSCL2_BOVINQ	Chr04	39804646	39815100
TRINITY_DN123606_c9_g1_i1	ID=Xetrov90011101mgName=lrrn4cl]LRN4L_HUMANLRN4L_HUMANQ	Chr04	39819168	39822469
TRINITY_DN119056_c3_g1_i2	ID=Xetrov90011102mgName=LOC100494823]LRRN4_HUMANLRRN4_HUMANQ	Chr04	39825324	39829007
TRINITY_DN140775_c2_g1_i1	ID=Xetrov90011104mgName=prdx5]PRDX5_HUMANPRDX5_HUMANQ	Chr04	39881115	39887855
TRINITY_DN130983_c0_g1_i1	ID=Xetrov90011107mgName=trmt112]TR112_MOUSETR112_MOUSEQ	Chr04	39935188	39939388
TRINITY_DN130983_c2_g2_i3	ID=Xetrov90011108mgName=esrra]ERR1_RATERR1_RATQ	Chr04	39939444	39960719
TRINITY_DN121616_c3_g1_i5	ID=Xetrov90011110mgName=LOC100487418]BAD_RATBAD_RATQ	Chr04	40013655	40023179
TRINITY_DN125603_c3_g1_i2	ID=Xetrov90011111mgName=LOC100216027]PGFS_TRYCCPGFS_TRYCCQ	Chr04	40038217	40043022
TRINITY_DN131648_c1_g1_i6	ID=Xetrov90011113mgName=plcb3]PLCB3_HUMANPLCB3_HUMANQ	Chr04	40099894	40179556
TRINITY_DN114683_c4_g1_i5	ID=Xetrov90011114mgName=ppp1r14b]PP14B_HUMANPP14B_HUMANQ	Chr04	40231870	40238792
TRINITY_DN140664_c1_g2_i2	ID=Xetrov90011119mgName=nudt22]NUD22_RATNUD22_RATQ	Chr04	40274767	40280740
TRINITY_DN116100_c2_g1_i4	ID=Xetrov90011120mgName=dnajc4]DNJC4_MOUSEDNJC4_MOUSEQ	Chr04	40294051	40333142
TRINITY_DN113754_c0_g1_i2	ID=Xetrov90011122mgName=trpt1-like]TRPT1_HUMANTRPT1_HUMANQ	Chr04	40378754	40384986
TRINITY_DN126707_c1_g1_i1	ID=Xetrov90011123mgName=fermt3]URP2_BOVINURP2_BOVINQ	Chr04	40390427	40404536
TRINITY_DN122845_c2_g1_i2	ID=Xetrov90011125mgName=stip1]STIP1_HUMANSTIP1_HUMANQ	Chr04	40410607	40423452
TRINITY_DN125879_c0_g4_i1	ID=Xetrov90011131mgName=otub1]OTUB1_RATOTUB1_RATQ	Chr04	40799202	40811309
TRINITY_DN122669_c4_g1_i1	ID=Xetrov90011135mgName=naa40]NAA40_XENLANAA40_XENLAQ	Chr04	40850090	40856162
TRINITY_DN127697_c3_g1_i5	ID=Xetrov90011137mgName=rcor2]RCOR2_XENLARCOR2_XENLAQ	Chr04	40885768	40897864
TRINITY_DN137077_c2_g2_i2	ID=Xetrov90011141mgName=mark2]MARK2_HUMANMARK2_HUMANQ	Chr04	40905079	40968256
TRINITY_DN116757_c3_g2_i1	ID=Xetrov90011142mgName=LOC100145144]ACBP4_ARATHACBP4_ARATHQ	Chr04	41013668	41025919
TRINITY_DN128714_c0_g2_i5	ID=Xetrov90011144mgName=LOC100492912-like]CK095_HUMANCK095_HUMANQ	Chr04	41074860	41090127
TRINITY_DN124746_c4_g1_i8	ID=Xetrov90011146mgName=rtn3]RTN3_XENTRRTN3_XENTRQ	Chr04	41097297	41121818
TRINITY_DN122369_c1_g1_i6	ID=Xetrov90011148mgName=atl3]ATLA3_HUMANATLA3_HUMANQ	Chr04	41135917	41154186
TRINITY_DN112830_c0_g1_i1	ID=Xetrov90011152mgName=wdr74]WDR74_BOVINWDR74_BOVINQ	Chr04	41212496	41220688
TRINITY_DN134109_c3_g1_i2	ID=Xetrov90011153mgName=nxf1]NXF1_COTJANXF1_COTJAQ	Chr04	41229906	41267264
TRINITY_DN126566_c1_g3_i1	ID=Xetrov90011154mgName=LOC100487425-like]RD3_HUMANRD3_HUMANQ	Chr04	41273085	41276060
TRINITY_DN136389_c2_g1_i4	ID=Xetrov90011155mgName=stx5]STX5_BOVINSTX5_BOVINQ	Chr04	41279955	41290984
TRINITY_DN138691_c3_g1_i5	ID=Xetrov90011158mgName=slc3a2]4F2_RABIT4F2_RABITQ	Chr04	41346851	41355812
TRINITY_DN117040_c2_g1_i1	ID=Xetrov90011160mgName=Xetrov90011160mg]AHNK_HUMANAHNK_HUMANQ	Chr04	41414157	41414792
TRINITY_DN122712_c7_g1_i2	ID=Xetrov90011162mgName=eef1g]EF1GA_XENLAEF1GA_XENLAQ	Chr04	41529466	41538753
TRINITY_DN133519_c0_g5_i2	ID=Xetrov90011163mgName=tut1]STPAP_XENTRSTPAP_XENTRQ	Chr04	41542163	41552230
TRINITY_DN131582_c1_g1_i1	ID=Xetrov90011165mgName=mta2]MTA2_MOUSEMTA2_MOUSEQ	Chr04	41562432	41581208
TRINITY_DN135705_c9_g1_i1	ID=Xetrov90011167mgName=eml3]EMAL3_MOUSEEMAL3_MOUSEQ	Chr04	41585277	41602782
TRINITY_DN125744_c2_g1_i1	ID=Xetrov90011171mgName=LOC100493249]RDS1_XENLARDS1_XENLAQ	Chr04	41631769	41640908
TRINITY_DN126756_c5_g3_i1	ID=Xetrov90011172mgName=b3gat3]B3GA3_MOUSEB3GA3_MOUSEQ	Chr04	41641301	41652054
TRINITY_DN116078_c5_g2_i4	ID=Xetrov90011174mgName=ganab-like]GANAB_HUMANGANAB_HUMANQ	Chr04	41655903	41687768
TRINITY_DN125604_c5_g3_i3	ID=Xetrov90011175mgName=ints5-like]INT5_HUMANINT5_HUMANQ	Chr04	41703116	41706413
TRINITY_DN127142_c5_g2_i2	ID=Xetrov90011176mgName=c11orf48]CK098_HUMANCK098_HUMANQ	Chr04	41719243	41725234
TRINITY_DN115499_c3_g3_i2	ID=Xetrov90011178mgName=mettl12]MET12_HUMANMET12_HUMANQ	Chr04	41726030	41735868
TRINITY_DN113636_c0_g2_i2	ID=Xetrov90011179mgName=ubxn1]UBXN1_XENTRUBXN1_XENTRQ	Chr04	41738999	41755180
TRINITY_DN137638_c1_g2_i1	ID=Xetrov90011185mgName=lrp5]LRP5_HUMANLRP5_HUMANQ	Chr04	41881405	42001193
TRINITY_DN131515_c11_g1_i5	ID=Xetrov90011188mgName=suv420h1]S421A_XENLAS421A_XENLAQ	Chr04	42096188	42116890
TRINITY_DN141808_c1_g1_i3	ID=Xetrov90011190mgName=chka]CHKA_HUMANCHKA_HUMANQ	Chr04	42129159	42158607
TRINITY_DN117423_c5_g5_i1	ID=Xetrov90011192mgName=Xetrov90011192mg]	Chr04	42266343	42269567
TRINITY_DN135429_c4_g1_i1	ID=Xetrov90011193mgName=ctsf]CATF_MOUSECATF_MOUSEQ	Chr04	42281276	42298426
TRINITY_DN117485_c2_g3_i3	ID=Xetrov90011196mgName=Xetrov90011196mg]PYC_BOVINPYC_BOVINQ	Chr04	42464714	42507803
TRINITY_DN117211_c4_g3_i1	ID=Xetrov90011197mgName=lrfn2-like]LRFN5_RATLRFN5_RATQ	Chr04	42468596	42475422
TRINITY_DN131875_c2_g1_i3	ID=Xetrov90011199mgName=LOC100490541]PACS1_MOUSEPACS1_MOUSEQ	Chr04	42686557	42728111
TRINITY_DN120173_c2_g1_i3	ID=Xetrov90011200mgName=sf3b2]SF3B2_HUMANSF3B2_HUMANQ	Chr04	42745850	42766013
TRINITY_DN125758_c3_g3_i3	ID=Xetrov90011201mgName=cnih2]CNIH2_XENTRCNIH2_XENTRQ	Chr04	42773435	42813140
TRINITY_DN134778_c1_g2_i2	ID=Xetrov90011203mgName=sssca1]SSA27_HUMANSSA27_HUMANQ	Chr04	42835170	42837441
TRINITY_DN131478_c2_g1_i17	ID=Xetrov90011205mgName=sipa1-like]SIPA1_HUMANSIPA1_HUMANQ	Chr04	42953974	42991298
TRINITY_DN141083_c4_g1_i3	ID=Xetrov90011207mgName=men1]MEN1_RATMEN1_RATQ	Chr04	43044229	43052496
TRINITY_DN143129_c3_g2_i1	ID=Xetrov90011209mgName=sf1]SF01_HUMANSF01_HUMANQ	Chr04	43056971	43076812
TRINITY_DN127021_c2_g1_i34	ID=Xetrov90011210mgName=LOC100491051-like]PYGM_HUMANPYGM_HUMANQ	Chr04	43098213	43129827
TRINITY_DN142053_c0_g1_i9	ID=Xetrov90011212mgName=nrxn2-like1]NRX1A_MOUSENRX1A_MOUSEQ	Chr04	43205800	43387142
TRINITY_DN119179_c8_g2_i19	ID=Xetrov90011213mgName=nrxn2-like2]NRX2B_RATNRX2B_RATQ	Chr04	43423278	43524276
TRINITY_DN117644_c0_g1_i4	ID=Xetrov90011215mgName=mpp1]EM55_HUMANEM55_HUMANQ	Chr04	43545303	43562942
TRINITY_DN110350_c0_g1_i5	ID=Xetrov90011220mgName=ctrl]CTR2_CANLFCTR2_CANLFQ	Chr04	43609871	43616466
TRINITY_DN139911_c3_g1_i1	ID=Xetrov90011228mgName=ctcf]CTCF_CHICKCTCF_CHICKQ	Chr04	43765400	43787321
TRINITY_DN114899_c1_g2_i4	ID=Xetrov90011235mgName=nutf2]NTF2_RATNTF2_RATQ	Chr04	43923580	43940648
TRINITY_DN120594_c1_g10_i1	ID=Xetrov90011236mgName=thap11]THA11_XENTRTHA11_XENTRQ	Chr04	43957999	43961259
TRINITY_DN121606_c4_g2_i1	ID=Xetrov90011237mgName=edc4-like]EDC4_XENLAEDC4_XENLAQ	Chr04	43966522	44029414
TRINITY_DN116187_c3_g1_i3	ID=Xetrov90011240mgName=pla2g15-like]PAG15_MOUSEPAG15_MOUSEQ	Chr04	44065599	44089896
TRINITY_DN115454_c2_g4_i4	ID=Xetrov90011241mgName=nfatc3]NFAC3_HUMANNFAC3_HUMANQ	Chr04	44095675	44133333
TRINITY_DN121853_c1_g4_i4	ID=Xetrov90011245mgName=rpgrip1l]FTM_HUMANFTM_HUMANQ	Chr04	44179853	44256772
TRINITY_DN116716_c1_g1_i3	ID=Xetrov90011248mgName=irx3]IRX3_XENTRIRX3_XENTRQ	Chr04	44506980	44510787
TRINITY_DN117965_c3_g2_i1	ID=Xetrov90011250mgName=irx5]IRX5_XENTRIRX5_XENTRQ	Chr04	44934379	44938737
TRINITY_DN140680_c2_g6_i1	ID=Xetrov90011252mgName=mmp2]MMP2_RABITMMP2_RABITQ	Chr04	45356050	45387880
TRINITY_DN143205_c3_g1_i6	ID=Xetrov90011253mgName=lpcat2]PCAT2_MOUSEPCAT2_MOUSEQ	Chr04	45407656	45477247
TRINITY_DN116885_c1_g4_i4	ID=Xetrov90011255mgName=LOC100493471]S12A4_RATS12A4_RATQ	Chr04	45705683	45798107
TRINITY_DN124619_c4_g4_i1	ID=Xetrov90011256mgName=ddx28]DDX28_MOUSEDDX28_MOUSEQ	Chr04	45892604	45894252
TRINITY_DN124619_c4_g1_i1	ID=Xetrov90011257mgName=dus2]DUS2L_HUMANDUS2L_HUMANQ	Chr04	45900547	46007686
TRINITY_DN141560_c8_g2_i2	ID=Xetrov90011258mgName=pskh1]KPSH1_BOVINKPSH1_BOVINQ	Chr04	46018550	46030957
TRINITY_DN119879_c4_g5_i1	ID=Xetrov90011259mgName=nkd1]NKD1_HUMANNKD1_HUMANQ	Chr04	46091226	46172913
TRINITY_DN124944_c1_g2_i1	ID=Xetrov90011260mgName=nup93]NUP93_XENLANUP93_XENLAQ	Chr04	46263049	46289988
TRINITY_DN138182_c3_g1_i2	ID=Xetrov90011261mgName=brd7]BRD7_HUMANBRD7_HUMANQ	Chr04	46328769	46364811
TRINITY_DN114893_c2_g1_i6	ID=Xetrov90011263mgName=papd5-like]PAPD5_MOUSEPAPD5_MOUSEQ	Chr04	46547107	46598000
TRINITY_DN109384_c0_g1_i4	ID=Xetrov90011265mgName=Xetrov90011265mg]YD023_HUMANYD023_HUMANQ	Chr04	46602501	46603091
TRINITY_DN130038_c5_g1_i1	ID=Xetrov90011266mgName=heatr3]HEAT3_HUMANHEAT3_HUMANQ	Chr04	46640737	46674269
TRINITY_DN137972_c4_g1_i2	ID=Xetrov90011267mgName=cnep1r1]NEPR1_XENTRNEPR1_XENTRQ	Chr04	46684833	46693948
TRINITY_DN137972_c1_g1_i1	ID=Xetrov90011268mgName=tiprl]TIPRL_XENLATIPRL_XENLAQ	Chr04	46698884	46702533
TRINITY_DN126736_c3_g2_i5	ID=Xetrov90011269mgName=LOC100145527]NCOA5_HUMANNCOA5_HUMANQ	Chr04	46721839	46794157
TRINITY_DN115309_c0_g1_i3	ID=Xetrov90011271mgName=znf423]ZN423_MOUSEZN423_MOUSEQ	Chr04	46965827	47078060
TRINITY_DN131942_c6_g3_i2	ID=Xetrov90011276mgName=cbln1]CBLN1_MOUSECBLN1_MOUSEQ	Chr04	47615245	47621846
TRINITY_DN142451_c2_g2_i1	ID=Xetrov90011289mgName=LOC100498440-like]PTTG1_RATPTTG1_RATQ	Chr04	49287697	49311907
TRINITY_DN130091_c4_g1_i3	ID=Xetrov90011290mgName=LOC100495982]SNX20_BOVINSNX20_BOVINQ	Chr04	49391568	49431835
TRINITY_DN130226_c3_g1_i3	ID=Xetrov90011292mgName=slc7a6]YLAT2_XENLAYLAT2_XENLAQ	Chr04	49583528	49628818
TRINITY_DN132112_c9_g1_i2	ID=Xetrov90011293mgName=slc7a6os]S7A6O_XENLAS7A6O_XENLAQ	Chr04	49643160	49690980
TRINITY_DN122463_c2_g1_i2	ID=Xetrov90011294mgName=prmt7]ANM7_XENLAANM7_XENLAQ	Chr04	49690988	49785444
TRINITY_DN127609_c5_g2_i4	ID=Xetrov90011295mgName=smpd3-like]NSMA2_RATNSMA2_RATQ	Chr04	49860482	49879610
TRINITY_DN139525_c0_g1_i8	ID=Xetrov90011300mgName=LOC100496620]CP2J6_MOUSECP2J6_MOUSEQ	Chr04	50368661	50438573
TRINITY_DN140093_c5_g2_i2	ID=Xetrov90011308mgName=mbtps1]MBTP1_HUMANMBTP1_HUMANQ	Chr04	50913141	50995459
TRINITY_DN141496_c0_g1_i2	ID=Xetrov90011311mgName=Xetrov90011311mg]5HT3A_HUMAN5HT3A_HUMANQ	Chr04	51075891	51100157
TRINITY_DN132589_c0_g1_i5	ID=Xetrov90011315mgName=gtf3c6]TF3C6_HUMANTF3C6_HUMANQ	Chr04	51173149	51206357
TRINITY_DN130974_c2_g1_i10	ID=Xetrov90011316mgName=LOC100489686]HSDL1_PONABHSDL1_PONABQ	Chr04	51206246	51218751
TRINITY_DN133987_c0_g2_i2	ID=Xetrov90011317mgName=bcar1]BCAR1_MOUSEBCAR1_MOUSEQ	Chr04	51234279	51323769
TRINITY_DN117614_c0_g2_i1	ID=Xetrov90011318mgName=cfdp1]CFDP1_CHICKCFDP1_CHICKQ	Chr04	51386601	51435065
TRINITY_DN137649_c2_g2_i1	ID=Xetrov90011323mgName=hsd11b2]DHI2_RATDHI2_RATQ	Chr04	51645381	51681516
TRINITY_DN131145_c3_g3_i1	ID=Xetrov90011325mgName=atp6v0d1]VA0D1_DANREVA0D1_DANREQ	Chr04	51693569	51752072
TRINITY_DN129055_c0_g1_i1	ID=Xetrov90011328mgName=MGC147117]YCP6_SCHPOYCP6_SCHPOQ	Chr04	51790242	51802066
TRINITY_DN134864_c5_g1_i5	ID=Xetrov90011329mgName=zdhhc1]ZDHC1_MOUSEZDHC1_MOUSEQ	Chr04	51809224	51828695
TRINITY_DN137540_c5_g1_i4	ID=Xetrov90011330mgName=tppp3]TPPP3_XENLATPPP3_XENLAQ	Chr04	51907928	51923973
TRINITY_DN140046_c3_g1_i3	ID=Xetrov90011331mgName=rbl2-like]RBL2_HUMANRBL2_HUMANQ	Chr04	51939710	51997032
TRINITY_DN141634_c10_g1_i2	ID=Xetrov90011336mgName=tox3]TOX3_HUMANTOX3_HUMANQ	Chr04	52549845	52631982
TRINITY_DN114741_c6_g1_i1	ID=Xetrov90011338mgName=sall1]SALL1_HUMANSALL1_HUMANQ	Chr04	53408491	53428220
TRINITY_DN126531_c0_g2_i1	ID=Xetrov90011343mgName=cyld]CYLD_BOVINCYLD_BOVINQ	Chr04	53729930	53768662
TRINITY_DN136982_c4_g1_i1	ID=Xetrov90011346mgName=arl2bp]AR2BP_XENTRAR2BP_XENTRQ	Chr04	53778260	53793294
TRINITY_DN123938_c1_g2_i6	ID=Xetrov90011347mgName=rspry1]RSPRY_MACFARSPRY_MACFAQ	Chr04	53797798	53831317
TRINITY_DN115199_c4_g1_i1	ID=Xetrov90011348mgName=fam192a]F192A_MOUSEF192A_MOUSEQ	Chr04	53838410	53851886
TRINITY_DN139283_c1_g2_i8	ID=Xetrov90011356mgName=cetp]CETP_CHICKCETP_CHICKQ	Chr04	54081858	54109332
TRINITY_DN137525_c6_g2_i3	ID=Xetrov90011357mgName=herpud1]HERP1_PONABHERP1_PONABQ	Chr04	54112410	54118859
TRINITY_DN129386_c0_g1_i1	ID=Xetrov90011358mgName=slc12a3]S12A3_HUMANS12A3_HUMANQ	Chr04	54123826	54152710
TRINITY_DN125916_c1_g1_i1	ID=Xetrov90011362mgName=nudt21]CPSF5_XENLACPSF5_XENLAQ	Chr04	54207459	54217935
TRINITY_DN136265_c0_g1_i3	ID=Xetrov90011363mgName=ogfod1]OGFD1_XENLAOGFD1_XENLAQ	Chr04	54217951	54230299
TRINITY_DN134441_c0_g1_i2	ID=Xetrov90011364mgName=amfr]AMFR_MOUSEAMFR_MOUSEQ	Chr04	54247525	54266119
TRINITY_DN128986_c9_g1_i3	ID=Xetrov90011365mgName=bbs2]BBS2_HUMANBBS2_HUMANQ	Chr04	54282510	54307906
TRINITY_DN130650_c7_g3_i2	ID=Xetrov90011367mgName=gnao1]GNAO_HUMANGNAO_HUMANQ	Chr04	54374753	54485651
TRINITY_DN131303_c0_g1_i2	ID=Xetrov90011374mgName=b3gnt9-like]B3GN9_HUMANB3GN9_HUMANQ	Chr04	54671905	54680208
TRINITY_DN142313_c5_g1_i1	ID=Xetrov90011375mgName=tradd]TRADD_XENLATRADD_XENLAQ	Chr04	54685272	54692744
TRINITY_DN124654_c0_g1_i7	ID=Xetrov90011377mgName=pdcd2l]PDD2L_HUMANPDD2L_HUMANQ	Chr04	54693098	54702540
TRINITY_DN116784_c6_g2_i1	ID=Xetrov90011378mgName=fbxl8]FBXL8_BOVINFBXL8_BOVINQ	Chr04	54710603	54713754
TRINITY_DN119591_c0_g1_i2	ID=Xetrov90011380mgName=Xetrov90011380mg]5HT3A_MOUSE5HT3A_MOUSEQ	Chr04	54758791	54768134
TRINITY_DN131821_c0_g2_i1	ID=Xetrov90011382mgName=LOC101730543]DAAF1_MOUSEDAAF1_MOUSEQ	Chr04	54903475	54923521
TRINITY_DN130057_c5_g4_i3	ID=Xetrov90011385mgName=cmip-like]CMIP_XENLACMIP_XENLAQ	Chr04	54950042	55073771
TRINITY_DN140736_c0_g1_i1	ID=Xetrov90011386mgName=gan]GAN_MOUSEGAN_MOUSEQ	Chr04	55101203	55141714
TRINITY_DN138370_c1_g1_i1	ID=Xetrov90011387mgName=bcmo1]BCDO1_CHICKBCDO1_CHICKQ	Chr04	55161413	55181129
TRINITY_DN119491_c7_g1_i1	ID=Xetrov90011389mgName=gcsh]GCSH_CHICKGCSH_CHICKQ	Chr04	55258488	55267389
TRINITY_DN136693_c0_g1_i2	ID=Xetrov90011390mgName=LOC100486741]PHRA_AGRFCPHRA_AGRFCQ	Chr04	55269403	55282345
TRINITY_DN138095_c1_g2_i9	ID=Xetrov90011391mgName=cdk10]CDK10_HUMANCDK10_HUMANQ	Chr04	55286757	55304282
TRINITY_DN129168_c7_g1_i4	ID=Xetrov90011393mgName=LOC100487055-like]CP046_HUMANCP046_HUMANQ	Chr04	55349522	55354138
TRINITY_DN117984_c0_g1_i1	ID=Xetrov90011394mgName=atmin]ATMIN_HUMANATMIN_HUMANQ	Chr04	55369701	55381444
TRINITY_DN136388_c4_g1_i1	ID=Xetrov90011395mgName=cenpn]CENNA_XENLACENNA_XENLAQ	Chr04	55384993	55402993
TRINITY_DN132977_c2_g1_i3	ID=Xetrov90011401mgName=dynlrb2]DLRB2_BOVINDLRB2_BOVINQ	Chr04	55621880	55625851
TRINITY_DN126152_c4_g1_i1	ID=Xetrov90011410mgName=clec3a]CLC3A_XENLACLC3A_XENLAQ	Chr04	57087791	57093773
TRINITY_DN135050_c8_g1_i1	ID=Xetrov90011412mgName=nudt7-like]NUDT7_MOUSENUDT7_MOUSEQ	Chr04	57171770	57175659
TRINITY_DN122432_c4_g1_i2	ID=Xetrov90011416mgName=cdh8]CADH8_HUMANCADH8_HUMANQ	Chr04	58368696	58543897
TRINITY_DN118141_c3_g1_i1	ID=Xetrov90011418mgName=cdh11]CAD11_CHICKCAD11_CHICKQ	Chr04	59335698	59402746
TRINITY_DN118872_c1_g1_i1	ID=Xetrov90011422mgName=cdh5]CADH5_CHICKCADH5_CHICKQ	Chr04	60388455	60407490
TRINITY_DN117869_c1_g1_i5	ID=Xetrov90011423mgName=bean1-like]BEAN1_HUMANBEAN1_HUMANQ	Chr04	60412964	60432205
TRINITY_DN131405_c5_g5_i1	ID=Xetrov90011424mgName=LOC100145743]SPAT2_HUMANSPAT2_HUMANQ	Chr04	60440028	60444253
TRINITY_DN118261_c6_g1_i3	ID=Xetrov90011425mgName=tk2]KITM_MACFAKITM_MACFAQ	Chr04	60445301	60464958
TRINITY_DN141239_c2_g1_i1	ID=Xetrov90011426mgName=cmtm3]CKLF3_HUMANCKLF3_HUMANQ	Chr04	60470399	60481957
TRINITY_DN142925_c4_g1_i6	ID=Xetrov90011427mgName=LOC100498042]CKLF4_HUMANCKLF4_HUMANQ	Chr04	60490172	60514935
TRINITY_DN134789_c0_g2_i3	ID=Xetrov90011429mgName=dync1li2]DC1L2_HUMANDC1L2_HUMANQ	Chr04	60573744	60601479
TRINITY_DN114733_c1_g3_i1	ID=Xetrov90011434mgName=nae1]ULA1_XENLAULA1_XENLAQ	Chr04	60662801	60683140
TRINITY_DN123280_c1_g2_i8	ID=Xetrov90011438mgName=ctu2]CTU2_XENTRCTU2_XENTRQ	Chr04	60737862	60756888
TRINITY_DN141606_c0_g1_i9	ID=Xetrov90011440mgName=piezo1]PIEZ1_RATPIEZ1_RATQ	Chr04	60760869	60823341
TRINITY_DN117491_c0_g1_i1	ID=Xetrov90011442mgName=cdt1]CDT1_XENLACDT1_XENLAQ	Chr04	60886810	60896125
TRINITY_DN138377_c1_g2_i4	ID=Xetrov90011444mgName=aprt]APT_HUMANAPT_HUMANQ	Chr04	60896153	60902653
TRINITY_DN127422_c0_g1_i4	ID=Xetrov90011447mgName=galns-like]GALNS_RATGALNS_RATQ	Chr04	60915790	60933589
TRINITY_DN117211_c1_g1_i2	ID=Xetrov90011451mgName=pabpn1l]EPA2A_XENLAEPA2A_XENLAQ	Chr04	60954227	60962537
TRINITY_DN136624_c0_g1_i1	ID=Xetrov90011454mgName=acsf3]ACSF3_XENLAACSF3_XENLAQ	Chr04	61084873	61106025
TRINITY_DN132331_c0_g2_i1	ID=Xetrov90011455mgName=cdh15]CAD15_MOUSECAD15_MOUSEQ	Chr04	61136008	61145778
TRINITY_DN132466_c0_g1_i1	ID=Xetrov90011456mgName=slc22a31-like]S22AV_HUMANS22AV_HUMANQ	Chr04	61145578	61157534
TRINITY_DN140742_c4_g2_i3	ID=Xetrov90011458mgName=ankrd11-like]ANR11_HUMANANR11_HUMANQ	Chr04	61205703	61327214
TRINITY_DN133509_c0_g1_i2	ID=Xetrov90011459mgName=spg7]SPG7_MOUSESPG7_MOUSEQ	Chr04	61350316	61382218
TRINITY_DN136673_c3_g1_i5	ID=Xetrov90011461mgName=rpl13]RL13_BOVINRL13_BOVINQ	Chr04	61394073	61400361
