stage	sb	ID	Fa	trans	dnds	dn	ds
G46	F-bias	46_F-bias	RBH_pair_7306.fa	TRINITY_DN123785_c2_g2_i2	0.0617	0.1067	1.7297
G46	F-bias	46_F-bias	RBH_pair_6526.fa	TRINITY_DN115918_c5_g1_i2	0.0171	0.0295	1.73
G46	F-bias	46_F-bias	RBH_pair_10350.fa	TRINITY_DN139136_c1_g3_i1	0.0781	0.1351	1.7301
G46	F-bias	46_F-bias	RBH_pair_10481.fa	TRINITY_DN130923_c0_g1_i5	0.0957	0.1656	1.7302
G46	F-bias	46_F-bias	RBH_pair_1876.fa	TRINITY_DN140188_c1_g1_i11	0.352	0.6091	1.7303
G46	F-bias	46_F-bias	RBH_pair_1328.fa	TRINITY_DN138403_c0_g2_i3	0.04	0.0692	1.7304
G46	F-bias	46_F-bias	RBH_pair_4316.fa	TRINITY_DN111616_c0_g1_i1	0.0471	0.0815	1.7307
G46	F-bias	46_F-bias	RBH_pair_6055.fa	TRINITY_DN121714_c0_g1_i3	0.0428	0.0741	1.7324
G46	F-bias	46_F-bias	RBH_pair_7619.fa	TRINITY_DN133740_c2_g1_i11	0.0268	0.0465	1.7329
G46	F-bias	46_F-bias	RBH_pair_8656.fa	TRINITY_DN129506_c0_g1_i2	0.0621	0.1076	1.7329
G46	F-bias	46_F-bias	RBH_pair_9828.fa	TRINITY_DN126341_c2_g2_i5	0.0556	0.0963	1.7343
G46	F-bias	46_F-bias	RBH_pair_6088.fa	TRINITY_DN137251_c0_g1_i3	0.047	0.0815	1.7344
G46	F-bias	46_F-bias	RBH_pair_10088.fa	TRINITY_DN140616_c1_g2_i1	0.0497	0.0862	1.7347
G46	F-bias	46_F-bias	RBH_pair_8351.fa	TRINITY_DN139179_c3_g2_i1	0.14	0.2429	1.7348
G46	F-bias	46_F-bias	RBH_pair_3036.fa	TRINITY_DN128301_c4_g1_i6	0.0649	0.1126	1.735
G46	F-bias	46_F-bias	RBH_pair_7706.fa	TRINITY_DN121745_c3_g1_i2	0.063	0.1094	1.7355
G46	F-bias	46_F-bias	RBH_pair_4903.fa	TRINITY_DN116436_c0_g1_i3	0.0605	0.105	1.7364
G46	F-bias	46_F-bias	RBH_pair_4113.fa	TRINITY_DN134154_c3_g1_i1	0.0748	0.1299	1.7366
G46	F-bias	46_F-bias	RBH_pair_5152.fa	TRINITY_DN124125_c2_g2_i1	0.0453	0.0786	1.7376
G46	F-bias	46_F-bias	RBH_pair_1613.fa	TRINITY_DN139220_c0_g1_i13	0.0536	0.0932	1.7381
G46	F-bias	46_F-bias	RBH_pair_1497.fa	TRINITY_DN136062_c6_g1_i1	0.1592	0.2768	1.7382
G46	F-bias	46_F-bias	RBH_pair_4202.fa	TRINITY_DN124831_c0_g1_i1	0.0411	0.0715	1.7398
G46	F-bias	46_F-bias	RBH_pair_1081.fa	TRINITY_DN125787_c7_g1_i2	0.2415	0.4203	1.7398
G46	F-bias	46_F-bias	RBH_pair_4009.fa	TRINITY_DN142775_c0_g1_i3	0.078	0.1356	1.7399
G46	F-bias	46_F-bias	RBH_pair_2665.fa	TRINITY_DN143263_c1_g1_i1	0.0646	0.1124	1.74
G46	F-bias	46_F-bias	RBH_pair_8808.fa	TRINITY_DN142081_c7_g1_i1	0.0506	0.088	1.7402
G46	F-bias	46_F-bias	RBH_pair_7514.fa	TRINITY_DN127559_c2_g1_i4	0.0323	0.0563	1.7404
G46	F-bias	46_F-bias	RBH_pair_10235.fa	TRINITY_DN130717_c1_g1_i1	0.0343	0.0598	1.7405
G46	F-bias	46_F-bias	RBH_pair_613.fa	TRINITY_DN139150_c3_g2_i3	0.0237	0.0413	1.7411
G46	F-bias	46_F-bias	RBH_pair_6682.fa	TRINITY_DN121497_c0_g3_i1	0.0431	0.0751	1.7419
G46	F-bias	46_F-bias	RBH_pair_7441.fa	TRINITY_DN119872_c6_g3_i1	0.0469	0.0817	1.7419
G46	F-bias	46_F-bias	RBH_pair_6596.fa	TRINITY_DN139196_c4_g1_i4	0.1349	0.235	1.7427
G46	F-bias	46_F-bias	RBH_pair_3144.fa	TRINITY_DN121744_c0_g1_i14	0.0988	0.1722	1.7429
G46	F-bias	46_F-bias	RBH_pair_9104.fa	TRINITY_DN131124_c14_g1_i1	0.0053	0.0093	1.743
G46	F-bias	46_F-bias	RBH_pair_5634.fa	TRINITY_DN135185_c1_g1_i4	0.033	0.0575	1.7433
G46	F-bias	46_F-bias	RBH_pair_4022.fa	TRINITY_DN113883_c0_g1_i1	0.0178	0.0311	1.7441
G46	F-bias	46_F-bias	RBH_pair_4190.fa	TRINITY_DN112573_c0_g1_i4	0.0163	0.0285	1.7452
G46	F-bias	46_F-bias	RBH_pair_4607.fa	TRINITY_DN128534_c0_g2_i3	0.1159	0.2023	1.7455
G46	F-bias	46_F-bias	RBH_pair_9385.fa	TRINITY_DN133398_c5_g1_i1	0.1428	0.2493	1.746
G46	F-bias	46_F-bias	RBH_pair_7908.fa	TRINITY_DN130696_c3_g1_i4	0.0923	0.1612	1.7467
G46	F-bias	46_F-bias	RBH_pair_8568.fa	TRINITY_DN116699_c0_g2_i4	0.0065	0.0114	1.748
G46	F-bias	46_F-bias	RBH_pair_5486.fa	TRINITY_DN118373_c8_g1_i5	0.1788	0.3125	1.7483
G46	F-bias	46_F-bias	RBH_pair_9740.fa	TRINITY_DN136759_c0_g1_i5	0.0269	0.0471	1.7496
G46	F-bias	46_F-bias	RBH_pair_8438.fa	TRINITY_DN121742_c0_g1_i1	0.0638	0.1117	1.7502
G46	F-bias	46_F-bias	RBH_pair_9827.fa	TRINITY_DN133819_c0_g1_i4	0.0496	0.0868	1.7504
G46	F-bias	46_F-bias	RBH_pair_2362.fa	TRINITY_DN116470_c2_g3_i1	0.0455	0.0797	1.7506
G46	F-bias	46_F-bias	RBH_pair_9680.fa	TRINITY_DN110272_c0_g1_i2	0.0366	0.0641	1.7512
G46	F-bias	46_F-bias	RBH_pair_7496.fa	TRINITY_DN140379_c2_g1_i2	0.0825	0.1446	1.7518
G46	F-bias	46_F-bias	RBH_pair_10449.fa	TRINITY_DN138808_c0_g3_i1	0.0345	0.0605	1.7519
G46	F-bias	46_F-bias	RBH_pair_9518.fa	TRINITY_DN112605_c0_g1_i1	0.1643	0.2879	1.7522
G46	F-bias	46_F-bias	RBH_pair_4638.fa	TRINITY_DN133374_c2_g1_i1	0.028	0.049	1.7527
G46	F-bias	46_F-bias	RBH_pair_8263.fa	TRINITY_DN118168_c4_g1_i2	0.0495	0.0868	1.7529
G46	F-bias	46_F-bias	RBH_pair_2682.fa	TRINITY_DN143366_c3_g1_i1	0.0937	0.1642	1.7529
G46	F-bias	46_F-bias	RBH_pair_8194.fa	TRINITY_DN124740_c5_g1_i4	0.0028	0.005	1.7538
G46	F-bias	46_F-bias	RBH_pair_4208.fa	TRINITY_DN134324_c3_g1_i2	0.0221	0.0388	1.7544
G46	F-bias	46_F-bias	RBH_pair_1944.fa	TRINITY_DN126595_c1_g1_i6	0.1071	0.1879	1.7544
G46	F-bias	46_F-bias	RBH_pair_5037.fa	TRINITY_DN135677_c5_g1_i2	0.0223	0.0391	1.7548
G46	F-bias	46_F-bias	RBH_pair_2372.fa	TRINITY_DN118955_c5_g1_i4	0.043	0.0755	1.7551
G46	F-bias	46_F-bias	RBH_pair_3010.fa	TRINITY_DN134447_c0_g1_i1	0.2121	0.3723	1.7551
G46	F-bias	46_F-bias	RBH_pair_5735.fa	TRINITY_DN143617_c1_g1_i2	0.0582	0.1022	1.7555
G46	F-bias	46_F-bias	RBH_pair_2645.fa	TRINITY_DN135196_c0_g1_i1	0.1868	0.328	1.756
G46	F-bias	46_F-bias	RBH_pair_7529.fa	TRINITY_DN137466_c1_g3_i1	0.0799	0.1404	1.7568
G46	F-bias	46_F-bias	RBH_pair_7792.fa	TRINITY_DN125042_c5_g1_i4	0.0639	0.1122	1.7571
G46	F-bias	46_F-bias	RBH_pair_1773.fa	TRINITY_DN121655_c0_g1_i1	0.208	0.3656	1.7573
G46	F-bias	46_F-bias	RBH_pair_9158.fa	TRINITY_DN124456_c4_g1_i3	0.0269	0.0472	1.7577
G46	F-bias	46_F-bias	RBH_pair_10353.fa	TRINITY_DN114894_c0_g1_i4	0.1049	0.1843	1.758
G46	F-bias	46_F-bias	RBH_pair_4527.fa	TRINITY_DN136252_c4_g3_i1	0.0366	0.0644	1.7582
G46	F-bias	46_F-bias	RBH_pair_8958.fa	TRINITY_DN118415_c6_g1_i3	0.0616	0.1083	1.7582
G46	F-bias	46_F-bias	RBH_pair_8963.fa	TRINITY_DN136253_c1_g1_i2	0.0438	0.0769	1.7583
G46	F-bias	46_F-bias	RBH_pair_10188.fa	TRINITY_DN120777_c0_g1_i1	0.1363	0.2399	1.7605
G46	F-bias	46_F-bias	RBH_pair_5128.fa	TRINITY_DN135842_c3_g1_i4	0.0701	0.1235	1.7606
G46	F-bias	46_F-bias	RBH_pair_10483.fa	TRINITY_DN141463_c4_g2_i5	0.005	0.0088	1.7617
G46	F-bias	46_F-bias	RBH_pair_6800.fa	TRINITY_DN137395_c1_g1_i2	0.0273	0.0481	1.7617
G46	F-bias	46_F-bias	RBH_pair_9115.fa	TRINITY_DN124721_c0_g1_i2	0.1511	0.2662	1.7618
G46	F-bias	46_F-bias	RBH_pair_9312.fa	TRINITY_DN121209_c0_g1_i1	0.0878	0.1548	1.7621
G46	F-bias	46_F-bias	RBH_pair_9692.fa	TRINITY_DN132251_c4_g1_i3	0.1749	0.3083	1.7632
G46	F-bias	46_F-bias	RBH_pair_6319.fa	TRINITY_DN114561_c0_g3_i1	0.0366	0.0645	1.7634
G46	F-bias	46_F-bias	RBH_pair_10382.fa	TRINITY_DN117239_c1_g1_i2	0.044	0.0776	1.7637
G46	F-bias	46_F-bias	RBH_pair_478.fa	TRINITY_DN121566_c1_g2_i3	0.1759	0.3103	1.7644
G46	F-bias	46_F-bias	RBH_pair_4122.fa	TRINITY_DN134065_c1_g1_i1	0.142	0.2506	1.7645
G46	F-bias	46_F-bias	RBH_pair_6911.fa	TRINITY_DN123626_c7_g1_i3	0.0219	0.0387	1.766
G46	F-bias	46_F-bias	RBH_pair_8357.fa	TRINITY_DN112706_c0_g2_i2	0.1425	0.2517	1.7664
G46	F-bias	46_F-bias	RBH_pair_2259.fa	TRINITY_DN121215_c2_g1_i1	0.0232	0.041	1.7666
G46	F-bias	46_F-bias	RBH_pair_9073.fa	TRINITY_DN131225_c2_g1_i3	0.0234	0.0414	1.7669
G46	F-bias	46_F-bias	RBH_pair_5614.fa	TRINITY_DN127591_c3_g1_i1	0.0613	0.1083	1.7679
G46	F-bias	46_F-bias	RBH_pair_8612.fa	TRINITY_DN123883_c10_g2_i2	0.0361	0.0639	1.7687
G46	F-bias	46_F-bias	RBH_pair_9049.fa	TRINITY_DN133718_c0_g1_i2	0.0371	0.0657	1.7688
G46	F-bias	46_F-bias	RBH_pair_6259.fa	TRINITY_DN127474_c0_g1_i1	0.0951	0.1683	1.7697
G46	F-bias	46_F-bias	RBH_pair_1054.fa	TRINITY_DN126251_c0_g1_i1	0.013	0.023	1.7699
G46	F-bias	46_F-bias	RBH_pair_9079.fa	TRINITY_DN119748_c2_g1_i1	0.0066	0.0117	1.7701
G46	F-bias	46_F-bias	RBH_pair_8143.fa	TRINITY_DN144094_c3_g1_i1	0.0348	0.0616	1.7701
G46	F-bias	46_F-bias	RBH_pair_7847.fa	TRINITY_DN111863_c0_g1_i2	0.0413	0.0731	1.7711
G46	F-bias	46_F-bias	RBH_pair_64.fa	TRINITY_DN114116_c0_g1_i5	0.4749	0.8411	1.7712
G46	F-bias	46_F-bias	RBH_pair_8079.fa	TRINITY_DN121028_c0_g1_i2	0.0697	0.1235	1.7723
G46	F-bias	46_F-bias	RBH_pair_4288.fa	TRINITY_DN134544_c2_g3_i5	0.0138	0.0245	1.7724
G46	F-bias	46_F-bias	RBH_pair_5369.fa	TRINITY_DN118401_c2_g1_i3	0.1394	0.2472	1.7729
G46	F-bias	46_F-bias	RBH_pair_10118.fa	TRINITY_DN121252_c4_g2_i8	0.0319	0.0566	1.7738
G46	F-bias	46_F-bias	RBH_pair_7987.fa	TRINITY_DN139959_c1_g1_i2	0.0264	0.0468	1.7746
G46	F-bias	46_F-bias	RBH_pair_8703.fa	TRINITY_DN133982_c0_g1_i3	0.0873	0.1549	1.775
G46	F-bias	46_F-bias	RBH_pair_6427.fa	TRINITY_DN131674_c6_g1_i1	0.0976	0.1732	1.7753
G46	F-bias	46_F-bias	RBH_pair_8657.fa	TRINITY_DN144167_c5_g1_i2	0.0868	0.1541	1.7762
G46	F-bias	46_F-bias	RBH_pair_2484.fa	TRINITY_DN133821_c0_g1_i1	0.1047	0.186	1.7763
G46	F-bias	46_F-bias	RBH_pair_9617.fa	TRINITY_DN114725_c3_g4_i2	0.2368	0.4207	1.7764
G46	F-bias	46_F-bias	RBH_pair_2801.fa	TRINITY_DN135687_c9_g1_i2	0.0279	0.0496	1.7766
G46	F-bias	46_F-bias	RBH_pair_10182.fa	TRINITY_DN128426_c2_g1_i1	0.0541	0.0962	1.7768
G46	F-bias	46_F-bias	RBH_pair_10562.fa	TRINITY_DN120353_c0_g1_i1	0.0238	0.0424	1.777
G46	F-bias	46_F-bias	RBH_pair_6833.fa	TRINITY_DN118978_c1_g1_i1	0.0284	0.0505	1.779
G46	F-bias	46_F-bias	RBH_pair_4666.fa	TRINITY_DN121978_c0_g1_i2	0.1596	0.2839	1.7795
G46	F-bias	46_F-bias	RBH_pair_10342.fa	TRINITY_DN121290_c3_g1_i1	0.0403	0.0717	1.7799
G46	F-bias	46_F-bias	RBH_pair_9945.fa	TRINITY_DN125962_c5_g1_i3	0.0087	0.0155	1.78
G46	F-bias	46_F-bias	RBH_pair_5963.fa	TRINITY_DN133563_c10_g1_i1	0.0487	0.0868	1.781
G46	F-bias	46_F-bias	RBH_pair_3310.fa	TRINITY_DN113048_c0_g1_i2	0.0171	0.0305	1.7812
G46	F-bias	46_F-bias	RBH_pair_6481.fa	TRINITY_DN136553_c3_g1_i4	0.0909	0.1619	1.7814
G46	F-bias	46_F-bias	RBH_pair_4680.fa	TRINITY_DN129941_c7_g1_i1	0.0644	0.1148	1.7817
G46	F-bias	46_F-bias	RBH_pair_8697.fa	TRINITY_DN127818_c0_g1_i1	0.0465	0.0828	1.7825
G46	F-bias	46_F-bias	RBH_pair_9788.fa	TRINITY_DN116854_c3_g4_i1	0.0307	0.0548	1.7826
G46	F-bias	46_F-bias	RBH_pair_7749.fa	TRINITY_DN112760_c0_g1_i1	0.0183	0.0327	1.7827
G46	F-bias	46_F-bias	RBH_pair_9349.fa	TRINITY_DN134066_c1_g1_i1	0.0836	0.1491	1.7834
G46	F-bias	46_F-bias	RBH_pair_10419.fa	TRINITY_DN132436_c1_g2_i1	0.0994	0.1774	1.7838
G46	F-bias	46_F-bias	RBH_pair_6921.fa	TRINITY_DN134068_c6_g1_i2	0.0247	0.0441	1.7845
G46	F-bias	46_F-bias	RBH_pair_4536.fa	TRINITY_DN133232_c1_g2_i1	0.0265	0.0473	1.7868
G46	F-bias	46_F-bias	RBH_pair_5728.fa	TRINITY_DN141468_c6_g2_i2	0.0679	0.1214	1.7875
G46	F-bias	46_F-bias	RBH_pair_2245.fa	TRINITY_DN139120_c0_g1_i3	0.0464	0.083	1.7877
G46	F-bias	46_F-bias	RBH_pair_7208.fa	TRINITY_DN110297_c0_g1_i2	0.0749	0.1339	1.7884
G46	F-bias	46_F-bias	RBH_pair_6340.fa	TRINITY_DN137539_c1_g1_i9	0.1248	0.2234	1.7897
G46	F-bias	46_F-bias	RBH_pair_10116.fa	TRINITY_DN122213_c7_g3_i1	0.0789	0.1413	1.7902
G46	F-bias	46_F-bias	RBH_pair_5795.fa	TRINITY_DN122745_c1_g1_i3	0.0198	0.0355	1.7908
G46	F-bias	46_F-bias	RBH_pair_2928.fa	TRINITY_DN143655_c2_g2_i3	0.0407	0.073	1.791
G46	F-bias	46_F-bias	RBH_pair_6308.fa	TRINITY_DN123829_c1_g4_i2	0.0538	0.0963	1.7916
G46	F-bias	46_F-bias	RBH_pair_6231.fa	TRINITY_DN142285_c0_g1_i1	0.0245	0.044	1.7917
G46	F-bias	46_F-bias	RBH_pair_5938.fa	TRINITY_DN105482_c0_g1_i3	0.0671	0.1202	1.7921
G46	F-bias	46_F-bias	RBH_pair_9166.fa	TRINITY_DN129813_c3_g2_i2	0.0576	0.1033	1.7923
G46	F-bias	46_F-bias	RBH_pair_1707.fa	TRINITY_DN135061_c4_g1_i5	0.0155	0.0278	1.7924
G46	F-bias	46_F-bias	RBH_pair_3880.fa	TRINITY_DN121769_c0_g1_i3	0.0304	0.0546	1.7925
G46	F-bias	46_F-bias	RBH_pair_8287.fa	TRINITY_DN131918_c5_g1_i3	0.165	0.2958	1.7926
G46	F-bias	46_F-bias	RBH_pair_3730.fa	TRINITY_DN124016_c1_g2_i7	0.0277	0.0497	1.7928
G46	F-bias	46_F-bias	RBH_pair_3852.fa	TRINITY_DN128997_c1_g1_i2	0.0635	0.1139	1.7936
G46	F-bias	46_F-bias	RBH_pair_2648.fa	TRINITY_DN134508_c5_g1_i2	0.0331	0.0593	1.7942
G46	F-bias	46_F-bias	RBH_pair_156.fa	TRINITY_DN136147_c3_g1_i2	0.128	0.2297	1.7942
G46	F-bias	46_F-bias	RBH_pair_6395.fa	TRINITY_DN136188_c1_g3_i6	0.0892	0.1601	1.7953
G46	F-bias	46_F-bias	RBH_pair_8034.fa	TRINITY_DN125609_c4_g1_i1	0.0888	0.1596	1.796
G46	F-bias	46_F-bias	RBH_pair_4281.fa	TRINITY_DN121930_c0_g1_i3	0.0437	0.0786	1.7966
G46	F-bias	46_F-bias	RBH_pair_5459.fa	TRINITY_DN126592_c0_g1_i3	0.0678	0.1218	1.7966
G46	F-bias	46_F-bias	RBH_pair_394.fa	TRINITY_DN141631_c1_g1_i1	0.1087	0.1954	1.7971
G46	F-bias	46_F-bias	RBH_pair_6577.fa	TRINITY_DN140949_c3_g1_i1	0.0515	0.0926	1.7973
G46	F-bias	46_F-bias	RBH_pair_9259.fa	TRINITY_DN121532_c0_g1_i3	0.0094	0.0168	1.7984
G46	F-bias	46_F-bias	RBH_pair_5505.fa	TRINITY_DN129627_c6_g4_i1	0.0962	0.1731	1.7987
G46	F-bias	46_F-bias	RBH_pair_5808.fa	TRINITY_DN137914_c0_g1_i2	0.0703	0.1265	1.7992
G46	F-bias	46_F-bias	RBH_pair_6802.fa	TRINITY_DN120800_c0_g1_i5	0.0452	0.0813	1.7993
G46	F-bias	46_F-bias	RBH_pair_10154.fa	TRINITY_DN137493_c0_g2_i1	0.0913	0.1643	1.7999
G46	F-bias	46_F-bias	RBH_pair_7405.fa	TRINITY_DN134573_c1_g1_i9	0.0314	0.0565	1.8004
G46	F-bias	46_F-bias	RBH_pair_9421.fa	TRINITY_DN134096_c0_g1_i4	0.1108	0.1995	1.8004
G46	F-bias	46_F-bias	RBH_pair_5851.fa	TRINITY_DN142665_c2_g1_i3	0.0565	0.1018	1.8009
G46	F-bias	46_F-bias	RBH_pair_1479.fa	TRINITY_DN135941_c6_g3_i3	0.1238	0.223	1.8011
G46	F-bias	46_F-bias	RBH_pair_832.fa	TRINITY_DN116988_c0_g2_i3	0.0515	0.0928	1.8014
G46	F-bias	46_F-bias	RBH_pair_9231.fa	TRINITY_DN133007_c0_g1_i3	0.0153	0.0276	1.8015
G46	F-bias	46_F-bias	RBH_pair_9575.fa	TRINITY_DN130323_c1_g4_i3	0.1172	0.2112	1.8019
G46	F-bias	46_F-bias	RBH_pair_2789.fa	TRINITY_DN125929_c4_g4_i2	0.0803	0.1446	1.802
G46	F-bias	46_F-bias	RBH_pair_4268.fa	TRINITY_DN125008_c0_g1_i4	0.0382	0.0689	1.8029
G46	F-bias	46_F-bias	RBH_pair_4733.fa	TRINITY_DN115840_c2_g2_i1	0.0158	0.0285	1.8032
G46	F-bias	46_F-bias	RBH_pair_7824.fa	TRINITY_DN134456_c0_g3_i8	0.0779	0.1405	1.8034
G46	F-bias	46_F-bias	RBH_pair_4959.fa	TRINITY_DN132159_c0_g1_i3	0.028	0.0505	1.8035
G46	F-bias	46_F-bias	RBH_pair_3769.fa	TRINITY_DN124126_c1_g1_i3	0.0214	0.0386	1.8036
G46	F-bias	46_F-bias	RBH_pair_2993.fa	TRINITY_DN121886_c2_g3_i2	0.1983	0.3577	1.8037
G46	F-bias	46_F-bias	RBH_pair_5032.fa	TRINITY_DN118135_c2_g1_i7	0.0263	0.0474	1.8038
G46	F-bias	46_F-bias	RBH_pair_2419.fa	TRINITY_DN113503_c0_g2_i3	0.044	0.0794	1.804
G46	F-bias	46_F-bias	RBH_pair_3803.fa	TRINITY_DN134850_c0_g1_i2	0.0702	0.1266	1.8041
G46	F-bias	46_F-bias	RBH_pair_2542.fa	TRINITY_DN131071_c1_g1_i4	0.1266	0.2285	1.8049
G46	F-bias	46_F-bias	RBH_pair_2220.fa	TRINITY_DN119600_c0_g3_i12	0.0567	0.1023	1.8055
G46	F-bias	46_F-bias	RBH_pair_8386.fa	TRINITY_DN118251_c3_g2_i4	0.0574	0.1037	1.8058
G46	F-bias	46_F-bias	RBH_pair_6011.fa	TRINITY_DN118578_c6_g1_i1	0.0486	0.0878	1.806
G46	F-bias	46_F-bias	RBH_pair_8308.fa	TRINITY_DN112714_c0_g1_i1	0.1932	0.349	1.806
G46	F-bias	46_F-bias	RBH_pair_2794.fa	TRINITY_DN128662_c1_g1_i4	0.1655	0.2989	1.8062
G46	F-bias	46_F-bias	RBH_pair_398.fa	TRINITY_DN137880_c0_g1_i1	0.0462	0.0834	1.8063
G46	F-bias	46_F-bias	RBH_pair_9448.fa	TRINITY_DN126236_c0_g1_i1	0.0556	0.1004	1.8063
G46	F-bias	46_F-bias	RBH_pair_7342.fa	TRINITY_DN116414_c5_g1_i4	0.0875	0.158	1.8065
G46	F-bias	46_F-bias	RBH_pair_1703.fa	TRINITY_DN121480_c0_g1_i7	0.1563	0.2823	1.8066
G46	F-bias	46_F-bias	RBH_pair_7891.fa	TRINITY_DN123943_c0_g1_i1	0.0424	0.0765	1.8069
G46	F-bias	46_F-bias	RBH_pair_608.fa	TRINITY_DN129242_c4_g4_i1	0.0924	0.1671	1.8074
G46	F-bias	46_F-bias	RBH_pair_10259.fa	TRINITY_DN123305_c4_g1_i1	0.0505	0.0914	1.8085
G46	F-bias	46_F-bias	RBH_pair_9784.fa	TRINITY_DN114387_c0_g1_i1	0.0497	0.09	1.8095
G46	F-bias	46_F-bias	RBH_pair_8285.fa	TRINITY_DN137366_c2_g3_i2	0.1345	0.2434	1.8096
G46	F-bias	46_F-bias	RBH_pair_6242.fa	TRINITY_DN138428_c0_g1_i1	0.075	0.1358	1.8098
G46	F-bias	46_F-bias	RBH_pair_6397.fa	TRINITY_DN138147_c3_g1_i1	0.1382	0.2502	1.8098
G46	F-bias	46_F-bias	RBH_pair_2515.fa	TRINITY_DN128422_c0_g1_i3	0.0507	0.0917	1.8099
G46	F-bias	46_F-bias	RBH_pair_3222.fa	TRINITY_DN118923_c2_g3_i1	0.0546	0.0989	1.8101
G46	F-bias	46_F-bias	RBH_pair_7608.fa	TRINITY_DN129490_c0_g1_i3	0.1003	0.1816	1.8106
G46	F-bias	46_F-bias	RBH_pair_9812.fa	TRINITY_DN118359_c2_g1_i1	0.1309	0.2371	1.8107
G46	F-bias	46_F-bias	RBH_pair_5435.fa	TRINITY_DN127459_c2_g1_i1	0.0357	0.0646	1.8109
G46	F-bias	46_F-bias	RBH_pair_2834.fa	TRINITY_DN141213_c0_g2_i2	0.033	0.0598	1.8113
G46	F-bias	46_F-bias	RBH_pair_6051.fa	TRINITY_DN132953_c2_g4_i1	0.0718	0.1303	1.814
G46	F-bias	46_F-bias	RBH_pair_5230.fa	TRINITY_DN131253_c4_g1_i1	0.0941	0.1708	1.8146
G46	F-bias	46_F-bias	RBH_pair_2327.fa	TRINITY_DN119200_c2_g1_i6	0.0988	0.1793	1.8153
G46	F-bias	46_F-bias	RBH_pair_6645.fa	TRINITY_DN119030_c3_g2_i5	0.0318	0.0579	1.8166
G46	F-bias	46_F-bias	RBH_pair_9522.fa	TRINITY_DN129852_c0_g1_i1	0.0525	0.0954	1.8166
G46	F-bias	46_F-bias	RBH_pair_5460.fa	TRINITY_DN134574_c5_g1_i1	0.1428	0.2594	1.8166
G46	F-bias	46_F-bias	RBH_pair_9094.fa	TRINITY_DN124228_c0_g1_i6	0.0764	0.1388	1.8171
G46	F-bias	46_F-bias	RBH_pair_5791.fa	TRINITY_DN114502_c4_g3_i3	0.0015	0.0027	1.8174
G46	F-bias	46_F-bias	RBH_pair_5853.fa	TRINITY_DN125732_c0_g1_i2	0.1584	0.2878	1.8174
G46	F-bias	46_F-bias	RBH_pair_4146.fa	TRINITY_DN135953_c0_g1_i4	0.321	0.5837	1.8183
G46	F-bias	46_F-bias	RBH_pair_3320.fa	TRINITY_DN121789_c1_g1_i8	0.0369	0.0671	1.8187
G46	F-bias	46_F-bias	RBH_pair_4658.fa	TRINITY_DN143696_c2_g2_i1	0.0116	0.0211	1.8192
G46	F-bias	46_F-bias	RBH_pair_4874.fa	TRINITY_DN136548_c1_g1_i2	0.0884	0.1611	1.8217
G46	F-bias	46_F-bias	RBH_pair_10761.fa	TRINITY_DN115623_c7_g1_i1	0.0548	0.0998	1.8218
G46	F-bias	46_F-bias	RBH_pair_5894.fa	TRINITY_DN130316_c1_g3_i1	0.067	0.1221	1.8219
G46	F-bias	46_F-bias	RBH_pair_10062.fa	TRINITY_DN120153_c5_g1_i1	0.0807	0.147	1.8219
G46	F-bias	46_F-bias	RBH_pair_4099.fa	TRINITY_DN138988_c0_g1_i2	0.0732	0.1335	1.8221
G46	F-bias	46_F-bias	RBH_pair_5463.fa	TRINITY_DN132765_c11_g2_i3	0.1192	0.2172	1.8223
G46	F-bias	46_F-bias	RBH_pair_2145.fa	TRINITY_DN121482_c2_g1_i4	0.0851	0.1551	1.8227
G46	F-bias	46_F-bias	RBH_pair_7344.fa	TRINITY_DN124851_c2_g1_i1	0.0578	0.1053	1.8229
G46	F-bias	46_F-bias	RBH_pair_10692.fa	TRINITY_DN138002_c0_g3_i5	0.0358	0.0652	1.823
G46	F-bias	46_F-bias	RBH_pair_10322.fa	TRINITY_DN137125_c1_g1_i3	0.0942	0.1717	1.8231
G46	F-bias	46_F-bias	RBH_pair_7238.fa	TRINITY_DN112411_c0_g1_i3	0.0674	0.1229	1.8233
G46	F-bias	46_F-bias	RBH_pair_8399.fa	TRINITY_DN114206_c0_g1_i6	0.1075	0.1961	1.8235
G46	F-bias	46_F-bias	RBH_pair_6205.fa	TRINITY_DN140903_c2_g1_i1	0.1033	0.1885	1.8246
G46	F-bias	46_F-bias	RBH_pair_6562.fa	TRINITY_DN126347_c6_g1_i3	0.1745	0.3183	1.8247
G46	F-bias	46_F-bias	RBH_pair_7427.fa	TRINITY_DN139097_c4_g1_i4	0.1195	0.2181	1.8255
G46	F-bias	46_F-bias	RBH_pair_3570.fa	TRINITY_DN122987_c3_g8_i1	0.0156	0.0284	1.8259
G46	F-bias	46_F-bias	RBH_pair_6745.fa	TRINITY_DN129394_c3_g1_i1	0.11	0.2009	1.8259
G46	F-bias	46_F-bias	RBH_pair_2742.fa	TRINITY_DN127270_c2_g1_i4	0.2998	0.5474	1.8261
G46	F-bias	46_F-bias	RBH_pair_4179.fa	TRINITY_DN114235_c0_g1_i1	0.0682	0.1245	1.8263
G46	F-bias	46_F-bias	RBH_pair_10241.fa	TRINITY_DN121251_c2_g1_i3	0.0175	0.0319	1.8266
