gid	gname	chr	start	end	logCPM	logFC.XY46.XXm46	PV.XY46.XXm46	FDR.XY46.XXm46	Tv1_463	Tv2_461	Tv2_462	Tv2_464
TRINITY_DN118927_c0_g1_i1	ID=Xetrov90008789mgName=slc12a1]S12A1_RATS12A1_RATQ	Chr03	93791440	93865405	5.357276835	0.648710872	0.254292903	0.999945023	6.058236044	5.344339341	4.846274948	4.805033924
TRINITY_DN118966_c5_g1_i1	ID=Xetrov90009773mgName=Xetrov90009773mg]ExpAA=2213PredHel=1Topology=o26-48i	Chr03	128921527	128924468	0.827641152	-0.571697106	0.373800933	0.999945023	-0.490714195	0.726908906	1.223120687	1.258862494
TRINITY_DN118992_c0_g1_i2	ID=Xetrov90007182mgName=camk2a]KCC2A_RATKCC2A_RATQ	Chr03	7481171	7570102	4.542547404	-0.28168782	0.538225733	0.999945023	4.566502618	4.229484324	4.747916763	4.579654617
TRINITY_DN118993_c0_g1_i2	ID=Xetrov90009217mgName=Xetrov90009217mg]RFIP1_HUMANRFIP1_HUMANQ	Chr03	115209826	115233603	4.296498925	-0.923467541	0.092068524	0.999945023	3.455526547	3.493288703	4.92667112	4.699526525
TRINITY_DN119037_c5_g1_i5	ID=Xetrov90008590mgName=ubl7]UBL7_BOVINUBL7_BOVINQ	Chr03	83237845	83251606	3.854635819	0.110472232	0.818413502	0.999945023	3.930233893	3.832734759	3.771282432	3.879993611
TRINITY_DN119054_c1_g1_i3	ID=Xetrov90009390mgName=LOC100488554]	Chr03	119641032	119652070	2.045826549	0.178261772	0.759727926	0.999945023	1.682825279	2.006322329	1.911968186	2.468325682
TRINITY_DN119088_c4_g1_i9	ID=Xetrov90007240mgName=tnni12]TNNI1_RATTNNI1_RATQ	Chr03	10080241	10087487	4.356718296	0.421080182	0.549102547	0.999945023	5.24283843	4.339317265	4.03094156	2.907939316
TRINITY_DN119153_c1_g2_i3	ID=Xetrov90007907mgName=dusp6]DUS6_HUMANDUS6_HUMANQ	Chr03	45496825	45501783	3.584224505	0.185460125	0.70898356	0.999945023	3.442495728	3.495787875	3.443513302	3.902733221
TRINITY_DN119184_c4_g2_i3	ID=Xetrov90007795mgName=LOC100488353]SC5A8_XENLASC5A8_XENLAQ	Chr03	39224410	39238365	4.046146773	-0.275025479	0.557351957	0.999945023	3.843674016	3.991685908	4.246748389	4.072794949
TRINITY_DN119266_c1_g6_i2	ID=Xetrov90009892mgName=LOC100493134]RNKB_XENLARNKB_XENLAQ	Chr03	131319565	131322337	5.09260172	-0.043137246	0.925649817	0.999945023	4.973688923	5.247562992	5.124849751	5.007428244
TRINITY_DN119299_c1_g2_i2	ID=Xetrov90009562mgName=prkaca]KAPCA_PIGKAPCA_PIGQ	Chr03	123844129	123858111	5.603284633	0.039937489	0.932007454	0.999945023	5.57185343	5.772530267	5.573302627	5.478819726
TRINITY_DN119315_c1_g1_i2	ID=Xetrov90009113mgName=sema4c]SEM4C_HUMANSEM4C_HUMANQ	Chr03	108947934	108975770	4.26290189	-0.000635708	0.998924539	0.999945023	4.157222224	4.230985147	4.263355899	4.390351723
TRINITY_DN119329_c4_g1_i8	ID=Xetrov90009214mgName=prosc]PROSC_HUMANPROSC_HUMANQ	Chr03	115070681	115078596	3.349699653	0.183437797	0.70652215	0.999945023	3.290805049	3.394961983	3.210741037	3.487285464
TRINITY_DN119365_c1_g1_i3	ID=Xetrov90009195mgName=mthfd2]MTDC_CHICKMTDC_CHICKQ	Chr03	112964722	112975947	4.951472791	-0.321188406	0.489783574	0.999945023	5.032845602	4.551181348	5.18492586	4.964841674
TRINITY_DN119389_c0_g1_i2	ID=Xetrov90007875mgName=acss3]ACSS3_PONABACSS3_PONABQ	Chr03	43123438	43169714	4.777739616	-0.25288823	0.57484709	0.999945023	4.757483997	4.559567257	4.962709225	4.803308456
TRINITY_DN119434_c3_g1_i5	ID=Xetrov90008208mgName=qrich12]QRIC1_HUMANQRIC1_HUMANQ	Chr03	62356156	62379804	3.748086136	0.000176775	0.9997079	0.999945023	3.634243612	3.633797668	3.747869525	3.953401728
TRINITY_DN119448_c3_g1_i1	ID=Xetrov90008381mgName=itih2]ITIH2_HUMANITIH2_HUMANQ	Chr03	74195618	74224052	8.352691924	0.713651097	0.250667396	0.999945023	8.992095698	8.296369608	7.787247385	8.03960263
TRINITY_DN119448_c4_g1_i2	ID=Xetrov90008380mgName=kin]KIN17_MOUSEKIN17_MOUSEQ	Chr03	74178431	74193423	3.320098457	-0.065335346	0.892929218	0.999945023	3.256470419	3.473137925	3.368739328	3.160640732
TRINITY_DN119547_c0_g1_i3	ID=Xetrov90007039mgName=kdm7a]KDM7A_XENTRKDM7A_XENTRQ	Chr03	252158	305840	2.203995239	0.140136073	0.829111012	0.999945023	1.45955712	1.956389538	2.0993794	2.914347938
TRINITY_DN119606_c7_g1_i3	ID=Xetrov90009115mgName=cnnm3-like]CNNM3_HUMANCNNM3_HUMANQ	Chr03	109009418	109021546	4.336262246	0.337990214	0.488493729	0.999945023	4.272158516	4.186814581	4.076292949	4.723445706
TRINITY_DN119618_c1_g2_i4	ID=Xetrov90009178mgName=fam136a]F136A_XENTRF136A_XENTRQ	Chr03	112160223	112164608	4.340206361	0.266842466	0.571021793	0.999945023	4.556457976	4.332342786	4.136129256	4.305130968
TRINITY_DN119621_c5_g3_i2	ID=Xetrov90009155mgName=pcna]PCNA_XENLAPCNA_XENLAQ	Chr03	111252130	111256282	5.757312924	0.188887558	0.728349557	0.999945023	6.167861691	5.988447216	5.613529042	4.999915115
TRINITY_DN119663_c4_g1_i4	ID=Xetrov90008441mgName=nrf1-like]NRF1_MOUSENRF1_MOUSEQ	Chr03	77458182	77502684	3.50468106	0.081187361	0.866310433	0.999945023	3.708694057	3.343165766	3.443513302	3.500124029
TRINITY_DN119680_c4_g1_i1	ID=Xetrov90009198mgName=bola3]BOLA3_HUMANBOLA3_HUMANQ	Chr03	113001654	113008246	3.722690231	0.888495235	0.158951935	0.999945023	4.279504922	4.194527324	3.013788549	2.801329506
TRINITY_DN119737_c2_g1_i12	ID=Xetrov90008715mgName=sltm]SLTM_XENLASLTM_XENLAQ	Chr03	89231258	89269358	5.903074623	0.014211691	0.975675769	0.999945023	5.780411067	5.864358304	5.892402785	6.060673518
TRINITY_DN119739_c2_g3_i2	ID=Xetrov90009196mgName=mob1a]MOB1A_RATMOB1A_RATQ	Chr03	112987550	112998511	4.764518311	0.033837131	0.941613518	0.999945023	4.759236661	4.604259273	4.73903832	4.936785474
TRINITY_DN119758_c2_g2_i1	ID=Xetrov90009874mgName=c3]VCO3_CROADVCO3_CROADQ	Chr03	130629789	130656415	9.983441194	-0.284640994	0.674968082	0.999945023	10.21597018	9.021485852	10.19148279	10.19343132
TRINITY_DN119829_c1_g1_i4	ID=Xetrov90008609mgName=fam219b]F219B_MOUSEF219B_MOUSEQ	Chr03	84300642	84308591	1.705864892	-0.084871111	0.882992828	0.999945023	1.939332928	1.125818874	1.768097053	1.87295176
TRINITY_DN119855_c5_g1_i4	ID=Xetrov90009847mgName=Xetrov90009847mg]DCA15_BOVINDCA15_BOVINQ	Chr03	129966306	129982121	3.162041852	-0.105920786	0.829533664	0.999945023	3.007901639	3.251493311	3.240403801	3.133431399
TRINITY_DN119875_c4_g1_i4	ID=Xetrov90008599mgName=snupn]SPN1_RATSPN1_RATQ	Chr03	83698654	83711318	3.352767946	-0.016073491	0.973851681	0.999945023	3.082596591	3.522996772	3.364896934	3.403208696
TRINITY_DN119904_c1_g1_i1	ID=Xetrov90009799mgName=tmem205]TM205_XENTRTM205_XENTRQ	Chr03	129178108	129191474	3.68603664	0.316419371	0.555876299	0.999945023	4.239884584	3.45783796	3.443513302	3.425813559
TRINITY_DN119934_c1_g1_i1	ID=Xetrov90007349mgName=cdkn2aipnl]C2AIL_HUMANC2AIL_HUMANQ	Chr03	17454554	17457351	3.872616691	0.107721286	0.823709385	0.999945023	3.927118892	4.009284919	3.791461605	3.746289169
TRINITY_DN119972_c4_g4_i1	ID=Xetrov90009360mgName=pbdc1]PBDC1_HUMANPBDC1_HUMANQ	Chr03	119216851	119220778	4.917395682	0.218457331	0.64448475	0.999945023	5.143002472	5.025142069	4.750864144	4.70323231
TRINITY_DN119973_c1_g1_i6	ID=Xetrov90007722mgName=rab24]RAB24_MOUSERAB24_MOUSEQ	Chr03	36729895	36743430	4.806050148	-0.701857342	0.132061006	0.999945023	4.322814687	4.391249376	5.297049019	4.981722346
TRINITY_DN120014_c0_g1_i1	ID=Xetrov90007486mgName=cystm1]CYTM1_XENTRCYTM1_XENTRQ	Chr03	22326373	22333557	3.23131078	0.278802444	0.593978594	0.999945023	3.50232382	3.44754709	3.018687882	2.848943443
TRINITY_DN120044_c4_g2_i5	ID=Xetrov90008493mgName=LOC100487749]ARSA_MOUSEARSA_MOUSEQ	Chr03	79934833	79944370	4.298631168	0.338721284	0.488097491	0.999945023	4.621495684	4.36551698	4.038197765	4.092709489
TRINITY_DN120130_c5_g6_i3	ID=Xetrov90008477mgName=dennd6b]DEN6B_MOUSEDEN6B_MOUSEQ	Chr03	79570948	79592528	2.419586558	-0.491058354	0.449765902	0.999945023	1.131772159	2.250810961	2.768283366	2.933404748
TRINITY_DN120149_c9_g2_i1	ID=Xetrov90007905mgName=kitlg]SCF_COTJASCF_COTJAQ	Chr03	45198473	45235442	1.275034959	-0.213445924	0.698180802	0.999945023	1.174430487	0.99059739	1.428511717	1.464995894
TRINITY_DN120166_c4_g1_i2	ID=Xetrov90007940mgName=tmcc3]TMCC3_HUMANTMCC3_HUMANQ	Chr03	47057162	47108843	1.472492096	0.202246392	0.754659483	0.999945023	2.135615146	1.374216381	1.321560239	0.700032606
TRINITY_DN120185_c3_g3_i5	ID=Xetrov90009395mgName=pebp4-like]PEBP4_HUMANPEBP4_HUMANQ	Chr03	119770922	119809513	2.743455826	0.300569589	0.569248538	0.999945023	2.529873139	3.082222322	2.514490946	2.766330999
TRINITY_DN120250_c0_g1_i3	ID=Xetrov90010079mgName=fis1]FIS1_HUMANFIS1_HUMANQ	Chr03	134716060	134719385	5.252891513	0.408104307	0.394788148	0.999945023	5.202183721	5.572191988	4.937059907	5.227974306
TRINITY_DN120263_c4_g1_i6	ID=Xetrov90007470mgName=matr3]MATR3_HUMANMATR3_HUMANQ	Chr03	21858680	21891772	6.039696578	-0.018919408	0.967538773	0.999945023	5.945760034	6.045427098	6.053852769	6.108966265
TRINITY_DN120286_c1_g1_i7	ID=Xetrov90009340mgName=LOC100487393]VMAT1_HUMANVMAT1_HUMANQ	Chr03	118718028	118731450	1.257649593	0.388217173	0.535773713	0.999945023	1.333468673	1.803393638	0.963369659	0.639429411
TRINITY_DN120349_c0_g1_i4	ID=Xetrov90008520mgName=LOC101733160]PPIP1_MOUSEPPIP1_MOUSEQ	Chr03	80890150	80911508	0.935056977	-0.532437373	0.376181338	0.999945023	0.487645752	0.198430161	1.305613053	1.411634513
TRINITY_DN120350_c3_g1_i1	ID=Xetrov90009500mgName=lsm1]LSM1_HUMANLSM1_HUMANQ	Chr03	121884322	121891705	3.449023381	0.199237301	0.696807654	0.999945023	3.649444237	3.693801086	3.297960075	3.060187621
TRINITY_DN120353_c0_g1_i1	ID=Xetrov90007975mgName=xpot]XPOT_HUMANXPOT_HUMANQ	Chr03	47942467	47972011	5.113254015	0.075699066	0.874110081	0.999945023	5.354876724	5.183121527	5.056218347	4.803308456
TRINITY_DN120417_c6_g1_i1	ID=Xetrov90008515mgName=fbxo22]FBX22_HUMANFBX22_HUMANQ	Chr03	80562549	80577445	1.783354664	0.005103084	0.993033635	0.999945023	2.259665921	1.489050383	1.779688008	1.464995894
TRINITY_DN120434_c4_g1_i2	ID=Xetrov90008047mgName=LOC779528]CC107_BOVINCC107_BOVINQ	Chr03	51623109	51629045	3.618325932	0.164745892	0.734431905	0.999945023	3.751587288	3.704644077	3.493640765	3.504378286
TRINITY_DN120504_c4_g1_i1	ID=Xetrov90008983mgName=lrrc28]LRC28_XENTRLRC28_XENTRQ	Chr03	105140609	105171695	5.017198164	0.31245305	0.519385447	0.999945023	4.93544506	4.904303834	4.77712306	5.37809589
TRINITY_DN120510_c4_g1_i5	ID=Xetrov90007631mgName=dusp1]DUS1A_XENLADUS1A_XENLAQ	Chr03	32247850	32251349	6.0040865	-0.13374445	0.80357086	0.999945023	6.35160169	5.165178	6.103120955	6.139374571
TRINITY_DN120557_c9_g1_i3	ID=Xetrov90009207mgName=dusp26]DUS26_BOVINDUS26_BOVINQ	Chr03	113180077	113183272	1.997785429	0.390473661	0.59220699	0.999945023	1.810024181	2.863577452	1.696524843	0.894093223
TRINITY_DN120566_c0_g1_i3	ID=Xetrov90007643mgName=cpeb4-like]CPEB4_HUMANCPEB4_HUMANQ	Chr03	33551739	33601258	1.582881415	-0.322740299	0.560773767	0.999945023	1.256139955	1.318836043	1.813912388	1.846386489
TRINITY_DN120568_c1_g1_i2	ID=Xetrov90008795mgName=cops2]CSN2_XENLACSN2_XENLAQ	Chr03	94226688	94247337	5.71976278	0.143282845	0.759674318	0.999945023	5.822930271	5.731767101	5.611098172	5.705434417
TRINITY_DN120573_c10_g1_i2	ID=Xetrov90008640mgName=cpeb1]CPE1B_XENLACPE1B_XENLAQ	Chr03	85095190	85131238	1.792170151	0.144567819	0.793736601	0.999945023	1.667974124	2.006322329	1.684243166	1.777751024
TRINITY_DN120620_c6_g1_i1	ID=Xetrov90007835mgName=slc41a2]S41A2_XENLAS41A2_XENLAQ	Chr03	40671470	40714699	1.689530326	-0.309679882	0.570764153	0.999945023	1.796432276	1.676959611	1.911968186	1.298598716
TRINITY_DN120647_c3_g1_i1	ID=Xetrov90007037mgName=slc37a3-like]SPX3_XENLASPX3_XENLAQ	Chr03	219441	228255	2.208681052	-0.664717519	0.221333312	0.999945023	1.850048072	2.36457115	2.672055202	1.734945643
TRINITY_DN120652_c1_g1_i4	ID=Xetrov90008450mgName=atp6v1f]VATF_RATVATF_RATQ	Chr03	77858709	77861625	5.155547997	0.103347366	0.822316923	0.999945023	5.157694749	5.266713088	5.077504956	5.112884864
TRINITY_DN120702_c1_g1_i1	ID=Xetrov90008227mgName=LOC100487080-like]CERK1_HUMANCERK1_HUMANQ	Chr03	64493280	64542536	4.29514047	0.139974028	0.773476286	0.999945023	4.548371603	4.400615218	4.189243201	3.978083919
TRINITY_DN120721_c4_g1_i1	ID=Xetrov90009273mgName=LOC101730859]SMAD3_CHICKSMAD3_CHICKQ	Chr03	116757680	116836797	2.624741145	-0.453729693	0.434745105	0.999945023	2.401086308	1.795300835	2.948535255	3.042743766
TRINITY_DN120723_c0_g1_i2	ID=Xetrov90009757mgName=elof1]ELOF1_MOUSEELOF1_MOUSEQ	Chr03	128587979	128590874	3.532014751	-0.13896524	0.770688843	0.999945023	3.675665938	3.317966159	3.634350099	3.474331622
TRINITY_DN120742_c2_g3_i9	ID=Xetrov90008679mgName=shf]SHF_HUMANSHF_HUMANQ	Chr03	86229697	86351515	2.983882752	0.095567701	0.850458876	0.999945023	2.812426948	3.038323825	2.912136817	3.149818501
TRINITY_DN120770_c0_g2_i4	ID=Xetrov90007032mgName=mkrn1-like]MKRN1_XENLAMKRN1_XENLAQ	Chr03	190498	207413	4.285509955	0.170256412	0.720603243	0.999945023	4.212000382	4.212871397	4.15627683	4.530440371
TRINITY_DN120780_c4_g1_i2	ID=Xetrov90008746mgName=rfx7]RFX7_HUMANRFX7_HUMANQ	Chr03	90410528	90472460	3.675775332	0.158565385	0.756523898	0.999945023	3.6532195	3.343165766	3.555632391	4.058400071
TRINITY_DN120821_c1_g1_i2	ID=Xetrov90009681mgName=raver1]RAVR1_RATRAVR1_RATQ	Chr03	127107754	127119075	1.699290683	-0.529531092	0.344123109	0.999945023	1.543317583	1.073241186	2.071359217	1.924658367
TRINITY_DN120835_c0_g1_i2	ID=Xetrov90008010mgName=cpsf6]CPSF6_XENLACPSF6_XENLAQ	Chr03	49490346	49526982	3.998085439	-0.134358524	0.780808161	0.999945023	3.744526393	3.881330037	4.097287544	4.222327109
TRINITY_DN120836_c8_g3_i2	ID=Xetrov90007101mgName=c12orf4]CL004_PONABCL004_PONABQ	Chr03	2460165	2493843	3.799913531	0.096725355	0.840706531	0.999945023	3.7690898	3.842585647	3.727066834	3.856889834
TRINITY_DN120903_c8_g2_i1	ID=Xetrov90007214mgName=ndufa9]NDUA9_BOVINNDUA9_BOVINQ	Chr03	8957277	8976537	7.048089767	0.241415012	0.64025241	0.999945023	7.274761174	7.222072644	6.863430317	6.764880961
TRINITY_DN120943_c0_g2_i3	ID=Xetrov90008319mgName=gnai1]GNAI1_XENLAGNAI1_XENLAQ	Chr03	69432275	69469566	5.519744582	-0.089883388	0.844858057	0.999945023	5.533450558	5.531360016	5.586561506	5.422608793
TRINITY_DN120993_c3_g2_i2	ID=Xetrov90007721mgName=prelid1]PRLD1_MOUSEPRLD1_MOUSEQ	Chr03	36721668	36729980	5.375338743	-0.052077633	0.910254514	0.999945023	5.46206972	5.313504902	5.414156421	5.305596427
TRINITY_DN121016_c0_g1_i1	ID=Xetrov90008442mgName=strip2]STRP2_MOUSESTRP2_MOUSEQ	Chr03	77504401	77536566	5.123193321	0.042069192	0.930977732	0.999945023	4.913577212	4.921136425	5.091523519	5.488515886
TRINITY_DN121020_c0_g2_i2	ID=Xetrov90008329mgName=sema3d]SEM3D_HUMANSEM3D_HUMANQ	Chr03	71003264	71087852	4.957241437	-0.002219713	0.996153993	0.999945023	4.876915914	4.931327155	4.958890777	5.056057147
TRINITY_DN121159_c5_g2_i1	ID=Xetrov90007927mgName=eea1]EEA1_HUMANEEA1_HUMANQ	Chr03	46483153	46537142	2.138234831	0.140478086	0.810512252	0.999945023	1.9879768	1.770746427	2.033131787	2.625009255
TRINITY_DN121184_c0_g1_i7	ID=Xetrov90008198mgName=hdac10]HDA10_HUMANHDA10_HUMANQ	Chr03	62179560	62230949	2.737291763	0.310473472	0.565531099	0.999945023	2.383012224	3.115104234	2.500549599	2.828729579
TRINITY_DN121240_c5_g1_i5	ID=Xetrov90008052mgName=phlda1]PHLA1_RATPHLA1_RATQ	Chr03	51760443	51771666	3.398691567	0.112464672	0.816595533	0.999945023	3.455526547	3.444962861	3.313991611	3.375606871
TRINITY_DN121251_c2_g1_i3	ID=Xetrov90007175mgName=ublcp1]UBCP1_XENTRUBCP1_XENTRQ	Chr03	7098275	7109194	2.850324039	0.063743005	0.90127737	0.999945023	2.929127211	3.058750774	2.802776143	2.561098483
TRINITY_DN121354_c0_g1_i1	ID=Xetrov90009305mgName=rasl12-like]RASLC_DANRERASLC_DANREQ	Chr03	117854738	117865755	1.702818494	0.231604121	0.70214663	0.999945023	1.333468673	2.274291951	1.528078826	1.447427157
TRINITY_DN121388_c9_g1_i1	ID=Xetrov90008886mgName=LOC100489191]FPS_FUJSVFPS_FUJSVQ	Chr03	98052345	98105861	1.312757735	0.33347011	0.559855864	0.999945023	1.174430487	1.249445294	1.061592878	1.69083127
TRINITY_DN121394_c9_g1_i2	ID=Xetrov90009064mgName=LOC100496569]PPIF_RATPPIF_RATQ	Chr03	108032195	108044809	4.317391361	0.211676655	0.66414293	0.999945023	4.602095059	4.421797255	4.15627683	4.017313113
TRINITY_DN121481_c8_g1_i9	ID=Xetrov90007512mgName=spdl1]SPDLY_XENTRSPDLY_XENTRQ	Chr03	23664410	23686285	2.818226069	-0.163807914	0.742580651	0.999945023	2.785159749	2.591823764	2.938229068	2.933404748
TRINITY_DN121505_c5_g3_i4	ID=Xetrov90007360mgName=zmat2]ZMAT2_MOUSEZMAT2_MOUSEQ	Chr03	17804114	17824838	2.233139859	-0.032197256	0.95376307	0.999945023	1.863146368	2.23892558	2.256951318	2.502755442
TRINITY_DN121527_c7_g1_i2	ID=Xetrov90008476mgName=gcc1]GCC1_MOUSEGCC1_MOUSEQ	Chr03	79555810	79564307	4.32038239	-0.169653268	0.712452272	0.999945023	4.401235755	4.268007101	4.445392144	4.14813869
TRINITY_DN121562_c3_g1_i2	ID=Xetrov90008342mgName=fam107b]F107B_HUMANF107B_HUMANQ	Chr03	71773389	71799906	2.78891352	0.027443806	0.956934974	0.999945023	2.771330425	2.619589281	2.768283366	2.976915473
TRINITY_DN121576_c5_g1_i1	ID=Xetrov90008145mgName=cav2]CAV2_DIDVICAV2_DIDVIQ	Chr03	58513594	58521377	5.075089005	0.183225826	0.697492798	0.999945023	5.298137609	5.112413093	4.935765393	4.920959666
TRINITY_DN121593_c9_g1_i1	ID=Xetrov90007596mgName=sh3rf2]SH3R2_HUMANSH3R2_HUMANQ	Chr03	30274263	30340359	3.520223827	0.511662649	0.309499487	0.999945023	3.889204633	3.384210984	3.122466637	3.578884675
TRINITY_DN121668_c0_g4_i1	ID=Xetrov90008617mgName=cyp1a1]CP1A5_CHICKCP1A5_CHICKQ	Chr03	84563468	84575988	6.564956937	0.610965667	0.339269608	0.999945023	7.410323935	6.4688876	6.084549968	5.705434417
TRINITY_DN121671_c1_g1_i1	ID=Xetrov90009683mgName=cdc37]CDC37_HUMANCDC37_HUMANQ	Chr03	127172519	127181896	5.985437661	-0.004151684	0.992844933	0.999945023	5.907548862	6.022211196	5.988554899	6.02039503
TRINITY_DN121745_c2_g1_i4	ID=Xetrov90009121mgName=LOC100158552]KANL3_HUMANKANL3_HUMANQ	Chr03	109073349	109096888	3.081387959	-0.455186634	0.386286569	0.999945023	2.609757321	2.66026063	3.406610697	3.439208398
TRINITY_DN121811_c0_g1_i1	ID=Xetrov90009286mgName=dis3l]DI3L1_XENTRDI3L1_XENTRQ	Chr03	117066135	117087138	0.656122822	0.231812485	0.706773207	0.999945023	0.871525341	-0.100548506	0.485792584	1.132632233
TRINITY_DN121838_c4_g2_i8	ID=Xetrov90007535mgName=acsl6]ACSL6_HUMANACSL6_HUMANQ	Chr03	26869780	26930271	3.73779923	-0.386003295	0.433893216	0.999945023	3.169517664	3.852369727	4.016318734	3.778262095
TRINITY_DN121935_c3_g1_i4	ID=Xetrov90008637mgName=snx1]SNX1_MOUSESNX1_MOUSEQ	Chr03	85023514	85054500	5.21241462	0.075960897	0.869811617	0.999945023	5.220111284	5.353324811	5.155200491	5.108699571
TRINITY_DN121951_c0_g3_i1	ID=Xetrov90008791mgName=fbn1]FBN1_BOVINFBN1_BOVINQ	Chr03	93892625	93996476	8.939282992	-0.082909204	0.893135467	0.999945023	9.225060648	9.124497966	9.001004157	8.202781664
TRINITY_DN121958_c2_g1_i1	ID=Xetrov90009679mgName=Xetrov90009679mg]ICAM5_MOUSEICAM5_MOUSEQ	Chr03	127057686	127086362	5.230368945	0.283874933	0.551601495	0.999945023	5.520074497	5.084458898	5.01267907	5.250943208
TRINITY_DN121973_c1_g2_i1	ID=Xetrov90007836mgName=c12orf45]CL045_HUMANCL045_HUMANQ	Chr03	40721242	40724848	3.517898304	0.113249613	0.812556207	0.999945023	3.634243612	3.535196826	3.432541294	3.461260414
TRINITY_DN121974_c1_g5_i3	ID=Xetrov90007035mgName=rab19]RAB19_XENTRRAB19_XENTRQ	Chr03	208445	211222	2.269308012	-1.021299587	0.055978135	0.999945023	1.667974124	1.737343293	2.95366087	2.33136056
TRINITY_DN121979_c6_g1_i2	ID=Xetrov90009389mgName=pdlim2]PDLI2_RATPDLI2_RATQ	Chr03	119611569	119620000	3.580162939	-0.315002447	0.521195532	0.999945023	3.7690898	3.105318112	3.808536197	3.537968131
TRINITY_DN121988_c4_g2_i5	ID=Xetrov90008351mgName=ucma]UCMA_XENTRUCMA_XENTRQ	Chr03	72290170	72298233	4.231264124	-1.471866881	0.001386668	0.442535854	3.281078251	3.943067485	5.171790138	3.802649108
TRINITY_DN121990_c1_g1_i2	ID=Xetrov90007796mgName=slc5a8]SC5A8_XENTRSC5A8_XENTRQ	Chr03	39239837	39261653	2.771678545	0.019955175	0.969142313	0.999945023	3.007901639	2.485185051	2.756600046	2.794397398
TRINITY_DN122004_c0_g1_i1	ID=Xetrov90009271mgName=aagab-like]AAGAB_MOUSEAAGAB_MOUSEQ	Chr03	116739985	116752989	4.673805179	0.184521551	0.690062767	0.999945023	4.694759503	4.815062674	4.533607365	4.636965418
TRINITY_DN122016_c7_g1_i3	ID=Xetrov90007073mgName=fbxo7]FBX7_RATFBX7_RATQ	Chr03	1660154	1666251	3.489348664	0.164453172	0.735205269	0.999945023	3.3431609	3.530329177	3.364896934	3.691374072
TRINITY_DN122024_c5_g3_i2	ID=Xetrov90009079mgName=mrps24]RT24A_XENLART24A_XENLAQ	Chr03	108215277	108220905	2.357603444	0.245752528	0.65982537	0.999945023	2.68544931	2.423515299	2.171543635	2.069509931
TRINITY_DN122108_c7_g1_i4	ID=Xetrov90007336mgName=pitx1]PITX1_XENLAPITX1_XENLAQ	Chr03	16907498	16920107	3.08956527	-0.523833906	0.324021282	0.999945023	2.239717451	3.218585697	3.461616563	3.166021556
TRINITY_DN122138_c6_g1_i1	ID=Xetrov90009775mgName=gcdh]GCDH_BOVINGCDH_BOVINQ	Chr03	128936177	128944373	5.973439213	0.386502528	0.428133471	0.999945023	6.337006152	5.942468474	5.674559549	5.856178851
TRINITY_DN122145_c0_g1_i1	ID=Xetrov90009805mgName=dnase2]DNS2A_MOUSEDNS2A_MOUSEQ	Chr03	129243394	129253065	2.079087901	-0.482859925	0.402976899	0.999945023	1.810024181	1.417039202	2.421366733	2.433054129
TRINITY_DN122160_c7_g1_i3	ID=Xetrov90009664mgName=ppan]SSF1_MOUSESSF1_MOUSEQ	Chr03	126589980	126597693	3.703967803	0.071453838	0.881932179	0.999945023	3.840366177	3.651838092	3.65022261	3.665013678
TRINITY_DN122187_c0_g1_i1	ID=Xetrov90007521mgName=wwc2]KIBRA_XENTRKIBRA_XENTRQ	Chr03	24397740	24479059	4.700960875	0.011657636	0.979678023	0.999945023	4.730935285	4.788808537	4.692275164	4.583681018
TRINITY_DN122244_c3_g1_i1	ID=Xetrov90008039mgName=tph2-like]TPH2_HUMANTPH2_HUMANQ	Chr03	50653135	50749321	2.624343221	1.241610514	0.16572744	0.999945023	3.87310815	2.336960965	1.621215737	0.945060769
TRINITY_DN122316_c2_g1_i1	ID=Xetrov90008308mgName=fgl2]FGL2_HUMANFGL2_HUMANQ	Chr03	68520190	68526602	2.884986524	-0.16888089	0.747449061	0.999945023	2.41893676	2.816370986	3.008872523	3.18734638
TRINITY_DN122340_c1_g3_i3	ID=Xetrov90007560mgName=hspa4]HSP74_HUMANHSP74_HUMANQ	Chr03	28240474	28264726	7.116990952	0.082425802	0.86910668	0.999945023	7.22901326	7.095559832	7.054757022	7.082314494
TRINITY_DN122352_c6_g1_i2	ID=Xetrov90007323mgName=LOC101733367]TLR2_MOUSETLR2_MOUSEQ	Chr03	16006698	16007972	3.336309119	-0.180525516	0.705314404	0.999945023	3.352479329	3.218585697	3.468794737	3.294405901
TRINITY_DN122353_c0_g1_i6	ID=Xetrov90007272mgName=Xetrov90007272mg]IKIP_RATIKIP_RATQ	Chr03	12283008	12291571	2.820556156	-0.021403476	0.969157969	0.999945023	3.23143556	2.851919854	2.836463467	2.169337909
TRINITY_DN122418_c0_g1_i1	ID=Xetrov90007548mgName=rad50-like]RAD50_MOUSERAD50_MOUSEQ	Chr03	27722828	27762993	4.385098607	-0.112936133	0.806785878	0.999945023	4.219658769	4.506027446	4.468852056	4.326912726
TRINITY_DN122458_c0_g2_i1	ID=Xetrov90008486mgName=ncaph2]CNDH2_XENTRCNDH2_XENTRQ	Chr03	79808765	79836036	2.474818205	-0.146512825	0.79067505	0.999945023	2.845801832	2.24488051	2.582245743	2.114732738
