ID_fa	ID_trans	dNdS	dN	dS
RBH_pair_9271.fa	TRINITY_D110619_c0_g1_i2	0.2556	0.3397	1.3293
RBH_pair_78.fa	TRINITY_D136564_c0_g1_i3	0.1018	0.1353	1.3294
RBH_pair_2932.fa	TRINITY_D126933_c0_g3_i5	0.0296	0.0394	1.33
RBH_pair_6441.fa	TRINITY_D137010_c0_g3_i1	0.0407	0.0541	1.33
RBH_pair_2564.fa	TRINITY_D117991_c1_g1_i1	0.015	0.02	1.3312
RBH_pair_8691.fa	TRINITY_D120895_c0_g1_i1	0.0954	0.127	1.3314
RBH_pair_8001.fa	TRINITY_D138168_c3_g1_i8	0.0243	0.0323	1.3315
RBH_pair_7000.fa	TRINITY_D138240_c8_g1_i6	0.1091	0.1453	1.3325
RBH_pair_9064.fa	TRINITY_D116522_c0_g1_i5	0.2266	0.302	1.3327
RBH_pair_5179.fa	TRINITY_D135038_c1_g1_i4	0.0817	0.1089	1.3328
RBH_pair_2815.fa	TRINITY_D127157_c3_g1_i2	0.1021	0.1361	1.3328
RBH_pair_4421.fa	TRINITY_D134360_c3_g1_i1	0.0135	0.018	1.3329
RBH_pair_8423.fa	TRINITY_D117715_c0_g1_i1	0.0393	0.0524	1.3332
RBH_pair_8039.fa	TRINITY_D134900_c2_g1_i7	0.1611	0.2148	1.3336
RBH_pair_8873.fa	TRINITY_D118927_c0_g1_i1	0.066	0.088	1.3338
RBH_pair_8359.fa	TRINITY_D122672_c9_g2_i1	0.0103	0.0137	1.334
RBH_pair_9042.fa	TRINITY_D124262_c0_g2_i1	0.0148	0.0197	1.334
RBH_pair_2350.fa	TRINITY_D127159_c1_g3_i3	0.0427	0.0569	1.3341
RBH_pair_10495.fa	TRINITY_D136864_c0_g1_i2	0.0297	0.0396	1.3342
RBH_pair_4219.fa	TRINITY_D137408_c4_g1_i1	0.0419	0.0559	1.3342
RBH_pair_6696.fa	TRINITY_D134379_c0_g1_i1	0.0121	0.0161	1.3347
RBH_pair_2642.fa	TRINITY_D118368_c0_g1_i2	0.2131	0.2845	1.3349
RBH_pair_2885.fa	TRINITY_D136124_c1_g2_i1	0.0458	0.0612	1.335
RBH_pair_862.fa	TRINITY_D116831_c2_g1_i1	0.0802	0.1071	1.335
RBH_pair_1131.fa	TRINITY_D139863_c2_g1_i2	0.0408	0.0545	1.3356
RBH_pair_1888.fa	TRINITY_D143456_c3_g1_i2	4.08	5.449	1.3356
RBH_pair_4960.fa	TRINITY_D128178_c1_g1_i2	0.0514	0.0687	1.3357
RBH_pair_2895.fa	TRINITY_D142952_c3_g1_i2	0.0649	0.0868	1.3364
RBH_pair_8086.fa	TRINITY_D132428_c2_g1_i4	0.0176	0.0235	1.3366
RBH_pair_6353.fa	TRINITY_D126968_c7_g4_i2	0.0585	0.0782	1.3368
RBH_pair_1253.fa	TRINITY_D113762_c0_g1_i1	0.0877	0.1173	1.3379
RBH_pair_1646.fa	TRINITY_D117423_c5_g5_i1	0.2414	0.323	1.3382
RBH_pair_208.fa	TRINITY_D124117_c0_g2_i1	0.0018	0.0024	1.3387
RBH_pair_5852.fa	TRINITY_D139877_c3_g1_i2	0.0551	0.0737	1.3391
RBH_pair_2117.fa	TRINITY_D114514_c0_g1_i1	0.0022	0.0029	1.3393
RBH_pair_3365.fa	TRINITY_D129898_c1_g1_i1	0.0479	0.0642	1.3396
RBH_pair_6768.fa	TRINITY_D126889_c0_g1_i2	0.1269	0.17	1.3397
RBH_pair_10522.fa	TRINITY_D132857_c3_g1_i1	0.0442	0.0593	1.3412
RBH_pair_6388.fa	TRINITY_D141792_c1_g1_i1	0.0149	0.02	1.3418
RBH_pair_948.fa	TRINITY_D133900_c0_g1_i8	0.0836	0.1121	1.3421
RBH_pair_283.fa	TRINITY_D111690_c0_g1_i2	0.1554	0.2087	1.3425
RBH_pair_3556.fa	TRINITY_D140909_c5_g1_i6	0.0901	0.1211	1.343
RBH_pair_8843.fa	TRINITY_D116584_c0_g2_i1	0.0628	0.0844	1.3432
RBH_pair_8064.fa	TRINITY_D128047_c2_g1_i3	0.0521	0.07	1.3434
RBH_pair_8076.fa	TRINITY_D133653_c1_g1_i1	0.0164	0.0221	1.344
RBH_pair_7468.fa	TRINITY_D123915_c10_g1_i3	0.038	0.051	1.3442
RBH_pair_3483.fa	TRINITY_D131196_c6_g2_i2	0.0739	0.0994	1.3445
RBH_pair_3358.fa	TRINITY_D113215_c0_g1_i3	0.0368	0.0496	1.3453
RBH_pair_6685.fa	TRINITY_D133489_c1_g2_i1	0.0738	0.0993	1.346
RBH_pair_3781.fa	TRINITY_D130942_c2_g1_i3	0.0835	0.1123	1.346
RBH_pair_4423.fa	TRINITY_D139051_c2_g1_i1	0.2009	0.2704	1.3461
RBH_pair_2025.fa	TRINITY_D130352_c0_g1_i1	0.3235	0.4356	1.3463
RBH_pair_7014.fa	TRINITY_D117194_c0_g3_i1	0.0694	0.0935	1.3464
RBH_pair_6413.fa	TRINITY_D136166_c0_g2_i1	0.0422	0.0568	1.3465
RBH_pair_10647.fa	TRINITY_D140753_c0_g1_i3	0.1256	0.1692	1.3475
RBH_pair_9635.fa	TRINITY_D139936_c3_g1_i5	0.0346	0.0466	1.3476
RBH_pair_7938.fa	TRINITY_D115683_c2_g1_i2	0.0205	0.0276	1.3479
RBH_pair_9119.fa	TRINITY_D133799_c5_g1_i1	0.0631	0.085	1.348
RBH_pair_7956.fa	TRINITY_D119842_c4_g2_i3	0.0107	0.0144	1.3486
RBH_pair_2753.fa	TRINITY_D120212_c8_g1_i1	0.1405	0.1895	1.3486
RBH_pair_2820.fa	TRINITY_D119820_c4_g1_i2	0.0531	0.0716	1.3498
RBH_pair_2503.fa	TRINITY_D115821_c0_g1_i9	0.0296	0.0399	1.3502
RBH_pair_851.fa	TRINITY_D116089_c0_g1_i3	0.1387	0.1874	1.3509
RBH_pair_5629.fa	TRINITY_D136737_c0_g1_i4	0.0394	0.0532	1.351
RBH_pair_10378.fa	TRINITY_D115003_c0_g1_i1	0.0624	0.0844	1.3516
RBH_pair_5479.fa	TRINITY_D131229_c2_g1_i3	0.1979	0.2675	1.3516
RBH_pair_2437.fa	TRINITY_D118887_c1_g1_i4	0.1027	0.1389	1.3523
RBH_pair_8727.fa	TRINITY_D134777_c2_g1_i2	0.0747	0.1011	1.3532
RBH_pair_4209.fa	TRINITY_D130114_c11_g1_i4	0.125	0.1693	1.3545
RBH_pair_5879.fa	TRINITY_D132696_c0_g2_i1	0.0201	0.0272	1.3546
RBH_pair_8527.fa	TRINITY_D135937_c0_g1_i5	0.1218	0.1649	1.3546
RBH_pair_7297.fa	TRINITY_D126818_c5_g2_i1	0.0185	0.0251	1.355
RBH_pair_4594.fa	TRINITY_D131445_c0_g3_i2	0.0539	0.073	1.3552
RBH_pair_6853.fa	TRINITY_D138637_c1_g1_i1	0.0862	0.1168	1.3552
RBH_pair_2681.fa	TRINITY_D121900_c0_g1_i1	0.0822	0.1114	1.3554
RBH_pair_4018.fa	TRINITY_D123806_c4_g1_i2	0.0069	0.0094	1.3558
RBH_pair_8540.fa	TRINITY_D126755_c0_g1_i3	0.1174	0.1592	1.356
RBH_pair_8105.fa	TRINITY_D114876_c3_g4_i2	0.0111	0.015	1.3561
RBH_pair_7474.fa	TRINITY_D127388_c0_g1_i2	0.1646	0.2232	1.3561
RBH_pair_7246.fa	TRINITY_D117945_c0_g2_i2	0.0864	0.1172	1.3564
RBH_pair_2889.fa	TRINITY_D139278_c3_g1_i1	0.0392	0.0532	1.3568
RBH_pair_9165.fa	TRINITY_D129713_c1_g1_i4	0.0748	0.1016	1.357
RBH_pair_4358.fa	TRINITY_D140757_c3_g3_i4	0.0529	0.0718	1.3572
RBH_pair_8760.fa	TRINITY_D132078_c0_g1_i1	0.1077	0.1462	1.3572
RBH_pair_9901.fa	TRINITY_D115675_c1_g1_i2	0.1753	0.238	1.3576
RBH_pair_9031.fa	TRINITY_D135674_c1_g1_i1	0.0372	0.0505	1.3578
RBH_pair_2923.fa	TRINITY_D141026_c1_g2_i1	0.0393	0.0533	1.3583
RBH_pair_10128.fa	TRINITY_D116882_c0_g1_i3	0.0695	0.0944	1.3584
RBH_pair_6025.fa	TRINITY_D120104_c0_g1_i1	0.2317	0.3148	1.3587
RBH_pair_2729.fa	TRINITY_D141781_c1_g1_i7	0.0304	0.0413	1.3588
RBH_pair_2930.fa	TRINITY_D119469_c5_g1_i2	0.0233	0.0317	1.3592
RBH_pair_2102.fa	TRINITY_D138903_c1_g3_i1	0.0452	0.0614	1.3593
RBH_pair_6302.fa	TRINITY_D135052_c10_g1_i1	0.1678	0.2281	1.3595
RBH_pair_791.fa	TRINITY_D128215_c4_g1_i3	0.0464	0.0631	1.3597
RBH_pair_9179.fa	TRINITY_D142118_c0_g1_i8	0.0527	0.0717	1.36
RBH_pair_2777.fa	TRINITY_D130526_c3_g2_i1	0.0453	0.0616	1.3601
RBH_pair_7360.fa	TRINITY_D117326_c1_g2_i1	0.0566	0.0771	1.361
RBH_pair_2224.fa	TRINITY_D141959_c7_g3_i3	0.0581	0.0791	1.3616
RBH_pair_7537.fa	TRINITY_D115418_c1_g1_i1	0.0152	0.0206	1.3619
RBH_pair_10279.fa	TRINITY_D134236_c0_g1_i8	0.0417	0.0568	1.3619
RBH_pair_6872.fa	TRINITY_D125404_c0_g1_i1	0.103	0.1403	1.3619
RBH_pair_9050.fa	TRINITY_D129596_c2_g3_i3	0.0362	0.0493	1.3624
RBH_pair_9494.fa	TRINITY_D136401_c0_g2_i1	0.0366	0.0498	1.3624
RBH_pair_9156.fa	TRINITY_D142158_c2_g2_i1	0.086	0.1171	1.3625
RBH_pair_673.fa	TRINITY_D142324_c5_g1_i2	0.0922	0.1257	1.3629
RBH_pair_4875.fa	TRINITY_D113971_c2_g3_i2	0.0499	0.068	1.3633
RBH_pair_9627.fa	TRINITY_D114267_c0_g1_i1	0.1006	0.1373	1.3639
RBH_pair_8380.fa	TRINITY_D132750_c2_g2_i1	0.0856	0.1168	1.3641
RBH_pair_9906.fa	TRINITY_D129675_c0_g1_i1	0.0706	0.0963	1.3645
RBH_pair_2381.fa	TRINITY_D122727_c1_g1_i1	0.0035	0.0048	1.3654
RBH_pair_7953.fa	TRINITY_D114056_c0_g1_i2	0.0083	0.0113	1.3654
RBH_pair_7874.fa	TRINITY_D122425_c3_g1_i7	0.0136	0.0185	1.3666
RBH_pair_10584.fa	TRINITY_D135133_c0_g2_i1	0.0157	0.0214	1.3666
RBH_pair_2466.fa	TRINITY_D129325_c1_g3_i1	0.0031	0.0042	1.3667
RBH_pair_3618.fa	TRINITY_D129908_c0_g1_i2	0.249	0.3403	1.3667
RBH_pair_3773.fa	TRINITY_D128170_c2_g5_i4	0.0141	0.0193	1.3668
RBH_pair_416.fa	TRINITY_D114231_c0_g1_i2	0.1088	0.1487	1.3669
RBH_pair_7890.fa	TRINITY_D117519_c3_g1_i1	0.0171	0.0233	1.3672
RBH_pair_5478.fa	TRINITY_D125963_c0_g1_i3	0.0696	0.0952	1.3672
RBH_pair_5917.fa	TRINITY_D128100_c3_g1_i1	0.0237	0.0325	1.3684
RBH_pair_9519.fa	TRINITY_D135127_c0_g2_i2	0.0609	0.0834	1.3684
RBH_pair_1766.fa	TRINITY_D125642_c0_g2_i13	0.1201	0.1644	1.3685
RBH_pair_3637.fa	TRINITY_D132722_c0_g3_i2	0.065	0.0889	1.3686
RBH_pair_8672.fa	TRINITY_D132083_c4_g1_i2	0.1196	0.1637	1.3688
RBH_pair_6855.fa	TRINITY_D144148_c16_g1_i2	0.0209	0.0286	1.3691
RBH_pair_5837.fa	TRINITY_D130622_c0_g1_i3	0.112	0.1533	1.3692
RBH_pair_7481.fa	TRINITY_D119084_c2_g2_i14	0.0566	0.0776	1.3694
RBH_pair_6240.fa	TRINITY_D123454_c2_g1_i2	0.0368	0.0504	1.3696
RBH_pair_8433.fa	TRINITY_D135287_c6_g1_i5	0.0243	0.0333	1.3698
RBH_pair_3752.fa	TRINITY_D142449_c1_g2_i5	0.0522	0.0714	1.3698
RBH_pair_8550.fa	TRINITY_D139955_c6_g2_i5	0.0196	0.0269	1.3699
RBH_pair_1535.fa	TRINITY_D138639_c1_g2_i1	0.0487	0.0668	1.3703
RBH_pair_7833.fa	TRINITY_D113752_c0_g1_i3	0.0818	0.112	1.3703
RBH_pair_7282.fa	TRINITY_D143432_c0_g1_i1	0.0415	0.0568	1.3704
RBH_pair_8736.fa	TRINITY_D115840_c3_g2_i9	0.0522	0.0715	1.3709
RBH_pair_3727.fa	TRINITY_D116767_c4_g1_i1	0.0916	0.1256	1.371
RBH_pair_2457.fa	TRINITY_D123092_c2_g1_i1	0.001	0.0014	1.3711
RBH_pair_8180.fa	TRINITY_D113783_c5_g3_i2	0.0591	0.081	1.3712
RBH_pair_10214.fa	TRINITY_D126987_c2_g3_i5	0.0229	0.0314	1.3718
RBH_pair_7067.fa	TRINITY_D135423_c1_g1_i3	0.06	0.0823	1.3718
RBH_pair_1087.fa	TRINITY_D133948_c0_g1_i1	0.1471	0.2018	1.3719
RBH_pair_3776.fa	TRINITY_D115957_c6_g1_i8	0.4659	0.6392	1.372
RBH_pair_8896.fa	TRINITY_D130215_c0_g1_i1	0.0453	0.0621	1.3722
RBH_pair_2202.fa	TRINITY_D134964_c1_g1_i5	0.0862	0.1182	1.3724
RBH_pair_3422.fa	TRINITY_D143460_c8_g1_i1	0.0615	0.0845	1.3726
RBH_pair_6837.fa	TRINITY_D127389_c6_g1_i1	0.0395	0.0542	1.3727
RBH_pair_5175.fa	TRINITY_D113332_c0_g1_i1	0.0878	0.1206	1.3738
RBH_pair_5293.fa	TRINITY_D116193_c3_g2_i2	0.0402	0.0552	1.3748
RBH_pair_1518.fa	TRINITY_D128741_c0_g1_i6	0.0527	0.0724	1.3748
RBH_pair_9076.fa	TRINITY_D128284_c1_g1_i2	0.0049	0.0068	1.3749
RBH_pair_5072.fa	TRINITY_D142724_c3_g1_i11	0.0512	0.0704	1.3749
RBH_pair_7361.fa	TRINITY_D137138_c0_g1_i8	0.1048	0.1441	1.375
RBH_pair_5103.fa	TRINITY_D115235_c0_g3_i1	0.0178	0.0244	1.3758
RBH_pair_8546.fa	TRINITY_D131680_c1_g1_i2	0.1201	0.1654	1.3767
RBH_pair_3088.fa	TRINITY_D116669_c10_g1_i2	0.1431	0.1971	1.3767
RBH_pair_2420.fa	TRINITY_D129139_c2_g2_i2	0.0783	0.1078	1.3768
RBH_pair_4575.fa	TRINITY_D141447_c4_g1_i1	0.0477	0.0657	1.377
RBH_pair_6762.fa	TRINITY_D135826_c0_g1_i1	0.0615	0.0847	1.377
RBH_pair_2708.fa	TRINITY_D138618_c4_g3_i1	0.1012	0.1394	1.3775
RBH_pair_8144.fa	TRINITY_D137277_c1_g1_i1	0.0293	0.0403	1.3776
RBH_pair_6654.fa	TRINITY_D114816_c4_g5_i1	0.0214	0.0294	1.3778
RBH_pair_10204.fa	TRINITY_D131485_c2_g3_i2	0.112	0.1543	1.378
RBH_pair_6782.fa	TRINITY_D129949_c0_g1_i1	0.0715	0.0986	1.3784
RBH_pair_2415.fa	TRINITY_D130976_c7_g1_i4	0.0104	0.0144	1.3786
RBH_pair_5226.fa	TRINITY_D126996_c10_g2_i2	0.0347	0.0479	1.3791
RBH_pair_7280.fa	TRINITY_D120848_c1_g1_i9	0.091	0.1255	1.3794
RBH_pair_8250.fa	TRINITY_D125969_c5_g1_i2	0.0276	0.0381	1.3796
RBH_pair_2633.fa	TRINITY_D129281_c4_g3_i2	0.0479	0.0662	1.3804
RBH_pair_7006.fa	TRINITY_D122758_c4_g2_i2	0.0207	0.0286	1.3809
RBH_pair_6040.fa	TRINITY_D117514_c0_g1_i1	0.0212	0.0293	1.3811
RBH_pair_5605.fa	TRINITY_D140268_c0_g1_i4	0.0561	0.0774	1.3812
RBH_pair_3791.fa	TRINITY_D142422_c1_g2_i2	0.0464	0.0641	1.3816
RBH_pair_5835.fa	TRINITY_D139378_c0_g1_i3	0.2855	0.3944	1.3817
RBH_pair_8375.fa	TRINITY_D134570_c1_g4_i1	0.0875	0.1209	1.3818
RBH_pair_9851.fa	TRINITY_D137597_c2_g1_i6	0.0316	0.0437	1.3821
RBH_pair_7828.fa	TRINITY_D123782_c5_g2_i3	0.0665	0.092	1.3824
RBH_pair_4192.fa	TRINITY_D114036_c0_g1_i1	0.0446	0.0617	1.3825
RBH_pair_9490.fa	TRINITY_D143674_c0_g1_i4	0.4754	0.6574	1.3828
RBH_pair_9645.fa	TRINITY_D127869_c0_g1_i1	0.1405	0.1943	1.3831
RBH_pair_4090.fa	TRINITY_D124427_c2_g1_i1	0.0898	0.1242	1.3834
RBH_pair_5198.fa	TRINITY_D130871_c3_g1_i2	0.0759	0.105	1.3838
RBH_pair_794.fa	TRINITY_D115709_c0_g1_i3	0.118	0.1634	1.384
RBH_pair_10087.fa	TRINITY_D141280_c0_g1_i1	0.0736	0.1019	1.3844
RBH_pair_8128.fa	TRINITY_D131866_c3_g1_i1	0.0604	0.0836	1.3846
RBH_pair_1752.fa	TRINITY_D116123_c0_g1_i3	0.0326	0.0452	1.3847
RBH_pair_2445.fa	TRINITY_D129230_c0_g1_i12	0.0844	0.1169	1.385
RBH_pair_2530.fa	TRINITY_D107179_c0_g2_i1	0.0258	0.0357	1.3851
RBH_pair_6968.fa	TRINITY_D114106_c0_g1_i2	0.0941	0.1303	1.3853
RBH_pair_5066.fa	TRINITY_D116332_c0_g3_i2	0.0384	0.0532	1.3855
RBH_pair_1140.fa	TRINITY_D118398_c2_g1_i2	0.1452	0.2013	1.3856
RBH_pair_6683.fa	TRINITY_D121497_c0_g2_i2	0.0268	0.0372	1.386
RBH_pair_8153.fa	TRINITY_D128364_c0_g1_i3	0.0331	0.0459	1.3863
RBH_pair_2726.fa	TRINITY_D120161_c6_g2_i3	0.0157	0.0217	1.3864
RBH_pair_8900.fa	TRINITY_D135489_c0_g1_i6	0.0576	0.0799	1.3865
RBH_pair_3812.fa	TRINITY_D133573_c2_g3_i3	0.105	0.1456	1.3867
RBH_pair_6376.fa	TRINITY_D130657_c3_g1_i9	0.0442	0.0613	1.3868
RBH_pair_6107.fa	TRINITY_D133015_c1_g1_i1	0.0649	0.09	1.3868
RBH_pair_9026.fa	TRINITY_D117476_c6_g1_i7	0.1212	0.1681	1.387
RBH_pair_6267.fa	TRINITY_D131331_c3_g2_i2	0.0317	0.044	1.3874
RBH_pair_9502.fa	TRINITY_D117321_c5_g1_i1	0.059	0.0818	1.3877
RBH_pair_3837.fa	TRINITY_D130195_c3_g1_i9	0.1446	0.2007	1.3878
RBH_pair_5406.fa	TRINITY_D126130_c0_g1_i4	0.0459	0.0636	1.3879
RBH_pair_8339.fa	TRINITY_D126775_c5_g1_i1	0.0961	0.1335	1.3882
RBH_pair_9832.fa	TRINITY_D126623_c2_g3_i2	0.0878	0.1218	1.3883
RBH_pair_4077.fa	TRINITY_D128839_c0_g1_i1	0.0863	0.1198	1.3885
RBH_pair_5874.fa	TRINITY_D141475_c0_g1_i2	0.0957	0.1329	1.3893
RBH_pair_2582.fa	TRINITY_D116869_c6_g1_i2	0.1777	0.2469	1.3893
RBH_pair_7901.fa	TRINITY_D111682_c0_g2_i1	0.0519	0.0721	1.3895
RBH_pair_7136.fa	TRINITY_D139149_c4_g1_i2	0.1271	0.1766	1.3895
RBH_pair_3788.fa	TRINITY_D134361_c5_g1_i3	0.0264	0.0367	1.39
RBH_pair_8405.fa	TRINITY_D135959_c4_g1_i4	0.1986	0.2762	1.3906
RBH_pair_5374.fa	TRINITY_D118089_c3_g1_i5	0.0147	0.0205	1.3913
RBH_pair_7348.fa	TRINITY_D122340_c0_g1_i1	0.0211	0.0294	1.3913
RBH_pair_10287.fa	TRINITY_D122885_c4_g2_i2	0.0404	0.0563	1.3915
RBH_pair_6037.fa	TRINITY_D120517_c6_g1_i2	0.0564	0.0784	1.3916
RBH_pair_10464.fa	TRINITY_D120522_c1_g2_i4	0.1172	0.163	1.3916
RBH_pair_5159.fa	TRINITY_D131199_c1_g1_i2	0.086	0.1197	1.3918
RBH_pair_806.fa	TRINITY_D118114_c2_g1_i2	0.0768	0.1069	1.3924
RBH_pair_4049.fa	TRINITY_D131988_c0_g1_i9	0.1339	0.1865	1.3925
RBH_pair_2944.fa	TRINITY_D111902_c0_g2_i2	0.0085	0.0119	1.3926
RBH_pair_503.fa	TRINITY_D133872_c2_g2_i2	0.1127	0.157	1.3928
RBH_pair_4601.fa	TRINITY_D126062_c5_g2_i3	0.099	0.1379	1.393
RBH_pair_2340.fa	TRINITY_D122171_c1_g2_i1	0.1274	0.1775	1.3932
RBH_pair_6385.fa	TRINITY_D142061_c6_g2_i1	0.0487	0.0679	1.3936
RBH_pair_10186.fa	TRINITY_D124357_c1_g1_i2	0.0988	0.1377	1.3936
RBH_pair_4717.fa	TRINITY_D127391_c4_g1_i2	0.1038	0.1446	1.3936
RBH_pair_9732.fa	TRINITY_D118166_c3_g1_i1	0.0736	0.1025	1.3938
RBH_pair_7333.fa	TRINITY_D142686_c3_g1_i9	0.0327	0.0456	1.394
RBH_pair_6765.fa	TRINITY_D134326_c7_g1_i6	0.1008	0.1405	1.3942
RBH_pair_9794.fa	TRINITY_D132895_c3_g1_i1	0.0591	0.0824	1.3944
RBH_pair_8443.fa	TRINITY_D139995_c3_g1_i6	0.0193	0.0269	1.3947
RBH_pair_10002.fa	TRINITY_D116295_c2_g1_i1	0.0547	0.0763	1.3947
RBH_pair_7158.fa	TRINITY_D138389_c0_g2_i6	0.0982	0.137	1.3947
RBH_pair_7629.fa	TRINITY_D131064_c1_g1_i1	0.0552	0.0769	1.3948
RBH_pair_5106.fa	TRINITY_D120943_c0_g2_i3	0.0027	0.0038	1.3951
RBH_pair_5804.fa	TRINITY_D117640_c1_g2_i3	0.0238	0.0332	1.3952
RBH_pair_7974.fa	TRINITY_D140743_c3_g1_i5	0.0411	0.0574	1.3953
RBH_pair_585.fa	TRINITY_D120937_c5_g1_i2	0.421	0.5875	1.3953
RBH_pair_8694.fa	TRINITY_D128622_c0_g2_i1	0.1064	0.1486	1.3959
RBH_pair_9567.fa	TRINITY_D135854_c1_g1_i6	0.0721	0.1006	1.396
RBH_pair_4376.fa	TRINITY_D135321_c3_g3_i6	0.008	0.0112	1.3966
RBH_pair_3922.fa	TRINITY_D111852_c0_g1_i1	0.0322	0.045	1.3969
RBH_pair_2184.fa	TRINITY_D129235_c2_g2_i2	0.0123	0.0172	1.3978
RBH_pair_5393.fa	TRINITY_D143077_c1_g2_i1	0.1969	0.2752	1.3978
RBH_pair_5389.fa	TRINITY_D130083_c1_g1_i2	0.1138	0.159	1.398
RBH_pair_7761.fa	TRINITY_D137737_c8_g1_i5	0.0212	0.0297	1.3982
RBH_pair_329.fa	TRINITY_D136935_c0_g1_i3	0.0928	0.1297	1.3984
RBH_pair_3844.fa	TRINITY_D142370_c0_g1_i2	0.0031	0.0043	1.3986
RBH_pair_7592.fa	TRINITY_D135678_c2_g1_i6	0.0535	0.0748	1.3986
RBH_pair_10219.fa	TRINITY_D132764_c2_g1_i1	0.0913	0.1278	1.3999
RBH_pair_4783.fa	TRINITY_D137544_c0_g1_i9	0.0533	0.0747	1.4002
RBH_pair_10535.fa	TRINITY_D117731_c8_g3_i2	0.073	0.1023	1.4007
RBH_pair_5433.fa	TRINITY_D132032_c4_g1_i12	0.0102	0.0143	1.401
RBH_pair_9408.fa	TRINITY_D136389_c2_g1_i4	0.0394	0.0552	1.4018
RBH_pair_5950.fa	TRINITY_D127514_c3_g1_i1	0.1071	0.1502	1.4018
RBH_pair_4171.fa	TRINITY_D117590_c3_g2_i4	0.171	0.2398	1.4021
RBH_pair_7438.fa	TRINITY_D138029_c2_g1_i1	0.0882	0.1236	1.4022
RBH_pair_5212.fa	TRINITY_D141054_c1_g1_i1	0.0391	0.0548	1.4028
RBH_pair_10210.fa	TRINITY_D126655_c5_g3_i3	0.002	0.0028	1.403
RBH_pair_7302.fa	TRINITY_D118801_c0_g1_i1	0.0215	0.0301	1.403
RBH_pair_5086.fa	TRINITY_D132970_c0_g2_i1	0.0886	0.1244	1.4039
RBH_pair_8102.fa	TRINITY_D135422_c6_g1_i2	0.0601	0.0844	1.4043
RBH_pair_6073.fa	TRINITY_D138322_c4_g1_i1	0.0723	0.1015	1.4043
RBH_pair_2094.fa	TRINITY_D142822_c0_g1_i1	0.0418	0.0587	1.4045
RBH_pair_3018.fa	TRINITY_D134839_c6_g1_i3	0.0706	0.0992	1.4057
RBH_pair_10157.fa	TRINITY_D128973_c3_g1_i1	0.0339	0.0476	1.4058
RBH_pair_10177.fa	TRINITY_D114938_c0_g1_i1	0.0264	0.0372	1.4063
RBH_pair_9488.fa	TRINITY_D141795_c0_g3_i2	0.0935	0.1315	1.4063
RBH_pair_9484.fa	TRINITY_D122705_c0_g1_i2	0.1235	0.1737	1.4063
RBH_pair_9995.fa	TRINITY_D118236_c6_g1_i2	0.1241	0.1746	1.4066
RBH_pair_9982.fa	TRINITY_D142123_c3_g1_i7	0.0295	0.0415	1.407
RBH_pair_4558.fa	TRINITY_D130640_c1_g1_i1	0.0864	0.1216	1.4071
RBH_pair_8377.fa	TRINITY_D118624_c6_g1_i3	0.11	0.1548	1.4075
RBH_pair_2662.fa	TRINITY_D139181_c4_g3_i2	0.0363	0.0512	1.4088
RBH_pair_442.fa	TRINITY_D117759_c0_g1_i1	0.0575	0.0811	1.4091
RBH_pair_3341.fa	TRINITY_D136932_c0_g1_i5	0.0555	0.0782	1.4095
RBH_pair_4038.fa	TRINITY_D128945_c5_g1_i5	0.1138	0.1604	1.4095
RBH_pair_6660.fa	TRINITY_D131582_c1_g1_i1	0.0275	0.0387	1.4096
RBH_pair_4662.fa	TRINITY_D135606_c2_g1_i2	0.072	0.1015	1.4096
RBH_pair_7758.fa	TRINITY_D141373_c0_g1_i4	0.0472	0.0666	1.4104
RBH_pair_10469.fa	TRINITY_D130098_c0_g1_i4	0.0168	0.0237	1.4106
RBH_pair_7863.fa	TRINITY_D137563_c0_g1_i3	0.0197	0.0277	1.4109
RBH_pair_9554.fa	TRINITY_D135457_c0_g1_i3	0.0722	0.1019	1.4109
RBH_pair_5108.fa	TRINITY_D135596_c3_g2_i1	0.0236	0.0334	1.4113
RBH_pair_9671.fa	TRINITY_D133142_c0_g2_i8	0.0154	0.0218	1.4115
RBH_pair_5750.fa	TRINITY_D126348_c0_g1_i1	0.0681	0.0962	1.4124
RBH_pair_10746.fa	TRINITY_D115130_c3_g1_i1	0.1283	0.1813	1.4128
RBH_pair_7726.fa	TRINITY_D121710_c0_g2_i1	0.0247	0.0349	1.4131
RBH_pair_8513.fa	TRINITY_D126212_c0_g1_i2	0.1077	0.1522	1.4131
RBH_pair_8389.fa	TRINITY_D125385_c1_g2_i5	0.0317	0.0449	1.4134
RBH_pair_4971.fa	TRINITY_D134852_c7_g1_i2	0.0479	0.0677	1.4135
RBH_pair_6913.fa	TRINITY_D126884_c5_g1_i1	0.0363	0.0513	1.4136
RBH_pair_10247.fa	TRINITY_D140519_c1_g2_i3	0.0547	0.0773	1.4137
RBH_pair_4829.fa	TRINITY_D141269_c1_g1_i3	0.0885	0.1251	1.4141
RBH_pair_9677.fa	TRINITY_D131011_c5_g1_i4	0.0854	0.1207	1.4143
RBH_pair_1789.fa	TRINITY_D117961_c1_g2_i6	0.0374	0.0529	1.4144
RBH_pair_6228.fa	TRINITY_D140035_c0_g1_i9	0.0447	0.0633	1.4146
RBH_pair_1476.fa	TRINITY_D142004_c0_g2_i2	0.0724	0.1024	1.4148
RBH_pair_6314.fa	TRINITY_D109417_c0_g1_i1	0.1142	0.1616	1.415
