gid	dnds	dn	ds	chr	bias
TRINITY_DN130936_c0_g1_i2	0.0391	0.0594	1.5193	auto	female
TRINITY_DN119855_c5_g1_i4	0.0391	0.0793	2.0307	auto	female
TRINITY_DN123037_c0_g1_i5	0.0392	0.0655	1.6679	auto	female
TRINITY_DN130084_c2_g1_i1	0.0393	0.0382	0.9718	auto	female
TRINITY_DN142268_c2_g1_i1	0.0393	0.0642	1.6327	auto	female
TRINITY_DN113156_c0_g1_i2	0.0393	0.0655	1.667	auto	female
TRINITY_DN116254_c0_g3_i1	0.0393	0.0664	1.6899	auto	female
TRINITY_DN136389_c2_g1_i4	0.0394	0.0552	1.4018	auto	female
TRINITY_DN118017_c0_g1_i5	0.0396	0.0475	1.1995	auto	female
TRINITY_DN125680_c5_g1_i4	0.0397	0.0411	1.0366	auto	female
TRINITY_DN117369_c0_g1_i1	0.0397	0.062	1.5621	auto	female
TRINITY_DN125621_c3_g3_i2	0.0398	0.0617	1.5516	auto	female
TRINITY_DN111876_c0_g1_i1	0.0399	0.0762	1.9106	auto	female
TRINITY_DN118391_c0_g2_i3	0.04	0.0629	1.5721	auto	female
TRINITY_DN126886_c1_g1_i1	0.04	0.0643	1.6062	auto	female
TRINITY_DN138403_c0_g2_i3	0.04	0.0692	1.7304	auto	female
TRINITY_DN139268_c1_g2_i6	0.0402	0.0618	1.5348	auto	female
TRINITY_DN120574_c4_g1_i2	0.0402	0.066	1.6407	auto	female
TRINITY_DN122885_c4_g2_i2	0.0404	0.0563	1.3915	auto	female
TRINITY_DN130834_c0_g1_i1	0.0404	0.0685	1.6949	auto	female
TRINITY_DN131726_c1_g1_i3	0.0404	0.0798	1.9769	auto	female
TRINITY_DN130106_c0_g1_i3	0.0405	0.0755	1.8665	auto	female
TRINITY_DN115218_c8_g1_i5	0.0407	0.0607	1.49	auto	female
TRINITY_DN136609_c4_g1_i2	0.0407	0.0637	1.5671	auto	female
TRINITY_DN143655_c2_g2_i3	0.0407	0.073	1.791	auto	female
TRINITY_DN115214_c0_g1_i2	0.0408	0.0353	0.8674	auto	female
TRINITY_DN139863_c2_g1_i2	0.0408	0.0545	1.3356	auto	female
TRINITY_DN125318_c2_g1_i6	0.0408	0.0762	1.8678	auto	female
TRINITY_DN114061_c1_g1_i4	0.0409	0.0796	1.9441	auto	female
TRINITY_DN142278_c8_g1_i1	0.0413	0.0365	0.8835	auto	female
TRINITY_DN119981_c2_g3_i1	0.0413	0.0638	1.5433	auto	female
TRINITY_DN111863_c0_g1_i2	0.0413	0.0731	1.7711	auto	female
TRINITY_DN139784_c4_g2_i4	0.0417	0.0347	0.8312	auto	female
TRINITY_DN115898_c2_g2_i3	0.0417	0.0656	1.5754	auto	female
TRINITY_DN142535_c0_g2_i4	0.0419	0.0708	1.6918	auto	female
TRINITY_DN119442_c0_g1_i1	0.0419	0.0799	1.9077	auto	female
TRINITY_DN131501_c1_g4_i1	0.042	0.0671	1.5965	auto	female
TRINITY_DN127244_c1_g1_i1	0.0421	0.0852	2.0255	auto	female
TRINITY_DN124847_c1_g3_i1	0.0422	0.0658	1.5586	auto	female
TRINITY_DN138836_c0_g1_i1	0.0422	0.0784	1.8586	auto	female
TRINITY_DN135460_c4_g1_i9	0.0422	0.084	1.9902	auto	female
TRINITY_DN130824_c2_g1_i1	0.0423	0.0353	0.8343	auto	female
TRINITY_DN133792_c4_g1_i3	0.0423	0.0724	1.7122	auto	female
TRINITY_DN133054_c0_g3_i1	0.0424	0.0666	1.5704	auto	female
TRINITY_DN123943_c0_g1_i1	0.0424	0.0765	1.8069	auto	female
TRINITY_DN134144_c0_g2_i1	0.0425	0.0353	0.8301	auto	female
TRINITY_DN129470_c3_g2_i4	0.0425	0.0606	1.4258	auto	female
TRINITY_DN127159_c1_g3_i3	0.0427	0.0569	1.3341	auto	female
TRINITY_DN121714_c0_g1_i3	0.0428	0.0741	1.7324	auto	female
TRINITY_DN118955_c5_g1_i4	0.043	0.0755	1.7551	auto	female
TRINITY_DN115668_c0_g2_i2	0.0431	0.0475	1.1023	auto	female
TRINITY_DN135289_c0_g3_i8	0.0431	0.0569	1.3187	auto	female
TRINITY_DN121497_c0_g3_i1	0.0431	0.0751	1.7419	auto	female
TRINITY_DN130782_c1_g5_i2	0.0433	0.0828	1.9135	auto	female
TRINITY_DN132627_c4_g1_i3	0.0435	0.062	1.4254	auto	female
TRINITY_DN123068_c8_g1_i1	0.0436	0.0704	1.6151	auto	female
TRINITY_DN121930_c0_g1_i3	0.0437	0.0786	1.7966	auto	female
TRINITY_DN128517_c3_g1_i2	0.0438	0.0452	1.0329	auto	female
TRINITY_DN124435_c4_g1_i1	0.044	0.0859	1.9531	auto	female
TRINITY_DN141716_c3_g1_i12	0.0441	0.0726	1.646	auto	female
TRINITY_DN128515_c8_g1_i4	0.0441	0.0741	1.6795	auto	female
TRINITY_DN122554_c5_g4_i3	0.0442	0.0426	0.964	auto	female
TRINITY_DN128947_c3_g1_i2	0.0444	0.0827	1.8614	auto	female
TRINITY_DN116741_c5_g2_i3	0.0444	0.0844	1.8997	auto	female
TRINITY_DN130226_c3_g1_i3	0.0445	0.0845	1.8999	auto	female
TRINITY_DN114036_c0_g1_i1	0.0446	0.0617	1.3825	auto	female
TRINITY_DN139492_c2_g1_i1	0.0446	0.0861	1.9305	auto	female
TRINITY_DN142091_c3_g2_i3	0.0446	0.0872	1.9538	auto	female
TRINITY_DN126774_c2_g2_i2	0.0448	0.0851	1.9024	auto	female
TRINITY_DN130252_c0_g1_i1	0.0452	0.0502	1.11	auto	female
TRINITY_DN131041_c0_g1_i5	0.0452	0.0942	2.0858	auto	female
TRINITY_DN131551_c1_g2_i1	0.0453	0.0513	1.1336	auto	female
TRINITY_DN124125_c2_g2_i1	0.0453	0.0786	1.7376	auto	female
TRINITY_DN121155_c0_g1_i1	0.0455	0.0682	1.497	auto	female
TRINITY_DN116470_c2_g3_i1	0.0455	0.0797	1.7506	auto	female
TRINITY_DN123999_c3_g2_i2	0.0455	0.0847	1.8633	auto	female
TRINITY_DN133330_c3_g1_i6	0.0456	0.059	1.2937	auto	female
TRINITY_DN139890_c2_g1_i1	0.0456	0.076	1.6646	auto	female
TRINITY_DN114640_c0_g1_i3	0.0457	0.0331	0.7248	auto	female
TRINITY_DN115006_c4_g2_i1	0.0457	0.0391	0.854	auto	female
TRINITY_DN130685_c3_g3_i1	0.0459	0.0585	1.2751	auto	female
TRINITY_DN133270_c8_g1_i1	0.0461	0.0935	2.027	auto	female
TRINITY_DN137880_c0_g1_i1	0.0462	0.0834	1.8063	auto	female
TRINITY_DN139209_c5_g1_i2	0.0462	0.0892	1.9292	auto	female
TRINITY_DN139120_c0_g1_i3	0.0464	0.083	1.7877	auto	female
TRINITY_DN127818_c0_g1_i1	0.0465	0.0828	1.7825	auto	female
TRINITY_DN135463_c6_g1_i3	0.0467	0.0464	0.9933	auto	female
TRINITY_DN127766_c2_g1_i4	0.0467	0.0751	1.6083	auto	female
TRINITY_DN125113_c5_g1_i1	0.0467	0.0801	1.7149	auto	female
TRINITY_DN119872_c6_g3_i1	0.0469	0.0817	1.7419	auto	female
TRINITY_DN125619_c0_g1_i5	0.047	0.0979	2.0858	auto	female
TRINITY_DN111616_c0_g1_i1	0.0471	0.0815	1.7307	auto	female
TRINITY_DN125576_c9_g1_i2	0.0473	0.0705	1.4906	auto	female
TRINITY_DN128986_c9_g1_i3	0.0474	0.0675	1.4249	auto	female
TRINITY_DN144263_c6_g2_i1	0.0475	0.0799	1.6845	auto	female
TRINITY_DN140845_c0_g1_i7	0.0475	0.0944	1.9875	auto	female
TRINITY_DN133580_c1_g1_i3	0.0475	0.0976	2.0573	auto	female
TRINITY_DN120166_c4_g1_i2	0.0476	0.072	1.5112	auto	female
TRINITY_DN122553_c4_g1_i2	0.0476	0.0797	1.6724	auto	female
TRINITY_DN138996_c3_g3_i1	0.0476	0.0921	1.9343	auto	female
TRINITY_DN142092_c1_g1_i2	0.0477	0.0707	1.4838	auto	female
TRINITY_DN133171_c8_g2_i1	0.048	0.0985	2.0506	auto	female
TRINITY_DN112514_c0_g2_i2	0.0481	0.0536	1.1147	auto	female
TRINITY_DN116448_c2_g1_i8	0.0481	0.0692	1.4374	auto	female
TRINITY_DN123701_c14_g1_i1	0.0481	0.0713	1.4828	auto	female
TRINITY_DN137414_c3_g1_i6	0.0482	0.0769	1.594	auto	female
TRINITY_DN138902_c4_g2_i8	0.0483	0.0727	1.506	auto	female
TRINITY_DN116287_c4_g1_i1	0.0483	0.0765	1.585	auto	female
TRINITY_DN127844_c5_g1_i3	0.0484	0.0422	0.8731	auto	female
TRINITY_DN120440_c0_g1_i6	0.0484	0.0526	1.0855	auto	female
TRINITY_DN126700_c0_g1_i1	0.0485	0.0907	1.8692	auto	female
TRINITY_DN142061_c6_g2_i1	0.0487	0.0679	1.3936	auto	female
TRINITY_DN139945_c0_g2_i1	0.0487	0.0734	1.5066	auto	female
TRINITY_DN134362_c0_g1_i1	0.0489	0.0553	1.1306	auto	female
TRINITY_DN125879_c0_g4_i1	0.049	0.0624	1.2727	auto	female
TRINITY_DN127354_c3_g1_i1	0.049	0.1007	2.0523	auto	female
TRINITY_DN113365_c0_g1_i1	0.0493	0.0706	1.4331	auto	female
TRINITY_DN142077_c1_g1_i3	0.0494	0.081	1.6395	auto	female
TRINITY_DN127907_c4_g1_i1	0.0495	0.0617	1.2458	auto	female
TRINITY_DN140013_c0_g3_i6	0.0495	0.0712	1.438	auto	female
TRINITY_DN133819_c0_g1_i4	0.0496	0.0868	1.7504	auto	female
TRINITY_DN140616_c1_g2_i1	0.0497	0.0862	1.7347	auto	female
TRINITY_DN114387_c0_g1_i1	0.0497	0.09	1.8095	auto	female
TRINITY_DN126737_c1_g1_i1	0.0498	0.0737	1.4788	auto	female
TRINITY_DN113971_c2_g3_i2	0.0499	0.068	1.3633	auto	female
TRINITY_DN115725_c2_g2_i12	0.05	0.0599	1.1972	auto	female
TRINITY_DN136612_c2_g1_i2	0.0501	0.0956	1.911	auto	female
TRINITY_DN133949_c0_g1_i18	0.0502	0.0771	1.5376	auto	female
TRINITY_DN131534_c0_g3_i2	0.0502	0.1028	2.0467	auto	female
TRINITY_DN123305_c4_g1_i1	0.0505	0.0914	1.8085	auto	female
TRINITY_DN123468_c5_g1_i2	0.0506	0.0608	1.2001	auto	female
TRINITY_DN142081_c7_g1_i1	0.0506	0.088	1.7402	auto	female
TRINITY_DN141654_c0_g1_i6	0.0506	0.1	1.976	auto	female
TRINITY_DN128422_c0_g1_i3	0.0507	0.0917	1.8099	auto	female
TRINITY_DN115824_c0_g1_i1	0.0507	0.1044	2.0589	auto	female
TRINITY_DN142724_c3_g1_i11	0.0512	0.0704	1.3749	auto	female
TRINITY_DN120739_c3_g1_i2	0.0513	0.0769	1.4996	auto	female
TRINITY_DN135557_c1_g1_i2	0.0513	0.0837	1.6329	auto	female
TRINITY_DN122652_c3_g2_i1	0.0513	0.1065	2.0784	auto	female
TRINITY_DN110400_c0_g1_i3	0.0514	0.1049	2.0403	auto	female
TRINITY_DN140949_c3_g1_i1	0.0515	0.0926	1.7973	auto	female
TRINITY_DN116988_c0_g2_i3	0.0515	0.0928	1.8014	auto	female
TRINITY_DN118898_c1_g1_i3	0.0515	0.105	2.0414	auto	female
TRINITY_DN114893_c2_g1_i6	0.0516	0.0626	1.213	auto	female
TRINITY_DN133908_c2_g1_i1	0.0517	0.0869	1.6808	auto	female
TRINITY_DN134441_c0_g1_i2	0.0517	0.0963	1.8632	auto	female
TRINITY_DN135152_c0_g3_i1	0.052	0.1047	2.0148	auto	female
TRINITY_DN128047_c2_g1_i3	0.0521	0.07	1.3434	auto	female
TRINITY_DN126942_c2_g1_i1	0.0521	0.1042	2.0001	auto	female
TRINITY_DN141906_c0_g2_i1	0.0522	0.0887	1.6999	auto	female
TRINITY_DN128029_c2_g1_i2	0.0523	0.0994	1.9024	auto	female
TRINITY_DN123321_c0_g1_i1	0.0523	0.1086	2.0769	auto	female
TRINITY_DN120694_c4_g2_i8	0.0524	0.0486	0.9261	auto	female
TRINITY_DN142911_c0_g1_i1	0.0524	0.0975	1.86	auto	female
TRINITY_DN127668_c1_g2_i2	0.0524	0.1045	1.9954	auto	female
TRINITY_DN111327_c0_g1_i2	0.0524	0.1054	2.0113	auto	female
TRINITY_DN134510_c1_g1_i1	0.0525	0.0877	1.6703	auto	female
TRINITY_DN116875_c0_g1_i1	0.0525	0.0959	1.8267	auto	female
TRINITY_DN134997_c2_g2_i2	0.0526	0.0811	1.541	auto	female
TRINITY_DN113664_c0_g1_i1	0.0526	0.0967	1.8385	auto	female
TRINITY_DN130327_c0_g3_i2	0.0528	0.0856	1.6236	auto	female
TRINITY_DN117819_c2_g2_i1	0.0529	0.0575	1.0878	auto	female
TRINITY_DN121975_c3_g1_i3	0.0529	0.0589	1.1144	auto	female
TRINITY_DN131697_c2_g1_i1	0.0529	0.1077	2.0343	auto	female
TRINITY_DN114821_c0_g1_i3	0.0532	0.0873	1.641	auto	female
TRINITY_DN136919_c1_g1_i1	0.0534	0.107	2.0021	auto	female
TRINITY_DN139220_c0_g1_i13	0.0536	0.0932	1.7381	auto	female
TRINITY_DN136006_c3_g1_i2	0.0537	0.0526	0.9794	auto	female
TRINITY_DN139785_c0_g1_i1	0.0538	0.0986	1.831	auto	female
TRINITY_DN131445_c0_g3_i2	0.0539	0.073	1.3552	auto	female
TRINITY_DN127068_c6_g2_i2	0.0543	0.0835	1.5391	auto	female
TRINITY_DN135790_c1_g1_i4	0.0543	0.1103	2.0322	auto	female
TRINITY_DN125591_c3_g1_i1	0.0546	0.0694	1.2722	auto	female
TRINITY_DN118923_c2_g3_i1	0.0546	0.0989	1.8101	auto	female
TRINITY_DN116295_c2_g1_i1	0.0547	0.0763	1.3947	auto	female
TRINITY_DN140519_c1_g2_i3	0.0547	0.0773	1.4137	auto	female
TRINITY_DN140518_c0_g1_i8	0.0547	0.0839	1.5361	auto	female
TRINITY_DN120770_c0_g2_i4	0.0548	0.0895	1.6342	auto	female
TRINITY_DN115623_c7_g1_i1	0.0548	0.0998	1.8218	auto	female
TRINITY_DN126045_c2_g2_i4	0.0548	0.1116	2.037	auto	female
TRINITY_DN139156_c5_g1_i5	0.055	0.0637	1.1584	auto	female
TRINITY_DN115013_c1_g1_i1	0.0552	0.0951	1.7226	auto	female
TRINITY_DN135072_c3_g1_i2	0.0555	0.0654	1.1784	auto	female
TRINITY_DN119831_c6_g1_i11	0.0556	0.0849	1.5275	auto	female
TRINITY_DN126341_c2_g2_i5	0.0556	0.0963	1.7343	auto	female
TRINITY_DN126236_c0_g1_i1	0.0556	0.1004	1.8063	auto	female
TRINITY_DN114674_c5_g1_i3	0.0558	0.0833	1.4928	auto	female
TRINITY_DN108054_c0_g1_i2	0.0559	0.0812	1.4515	auto	female
TRINITY_DN144027_c4_g1_i2	0.056	0.0857	1.5298	auto	female
TRINITY_DN117303_c0_g3_i4	0.056	0.0862	1.5399	auto	female
TRINITY_DN140268_c0_g1_i4	0.0561	0.0774	1.3812	auto	female
TRINITY_DN127525_c0_g1_i2	0.0561	0.1032	1.8402	auto	female
TRINITY_DN143845_c0_g2_i1	0.0562	0.087	1.549	auto	female
TRINITY_DN117789_c8_g1_i3	0.0563	0.1183	2.0997	auto	female
TRINITY_DN130878_c0_g2_i2	0.0564	0.1183	2.0984	auto	female
TRINITY_DN138522_c0_g1_i4	0.0565	0.0903	1.5968	auto	female
TRINITY_DN135707_c1_g1_i1	0.0566	0.0728	1.2853	auto	female
TRINITY_DN119084_c2_g2_i14	0.0566	0.0776	1.3694	auto	female
TRINITY_DN136113_c0_g1_i2	0.0567	0.1115	1.9652	auto	female
TRINITY_DN127341_c1_g1_i2	0.057	0.0914	1.6035	auto	female
TRINITY_DN119434_c3_g1_i5	0.057	0.0929	1.6298	auto	female
TRINITY_DN119334_c0_g5_i1	0.0571	0.0853	1.4952	auto	female
TRINITY_DN135092_c3_g1_i1	0.0573	0.0884	1.5425	auto	female
TRINITY_DN129813_c3_g2_i2	0.0576	0.1033	1.7923	auto	female
TRINITY_DN119949_c0_g2_i5	0.0578	0.0868	1.5017	auto	female
TRINITY_DN124851_c2_g1_i1	0.0578	0.1053	1.8229	auto	female
TRINITY_DN129985_c0_g1_i1	0.058	0.1117	1.9258	auto	female
TRINITY_DN131448_c3_g2_i1	0.058	0.1191	2.0532	auto	female
TRINITY_DN136046_c2_g1_i1	0.0581	0.1209	2.0791	auto	female
TRINITY_DN140044_c1_g1_i6	0.0582	0.0733	1.2591	auto	female
TRINITY_DN143617_c1_g1_i2	0.0582	0.1022	1.7555	auto	female
TRINITY_DN132054_c2_g2_i3	0.0584	0.1208	2.067	auto	female
TRINITY_DN123182_c3_g2_i6	0.0585	0.0758	1.2963	auto	female
TRINITY_DN129398_c2_g3_i6	0.0588	0.0901	1.5315	auto	female
TRINITY_DN131917_c6_g1_i4	0.0588	0.1004	1.7078	auto	female
TRINITY_DN126011_c2_g1_i1	0.0588	0.1212	2.0596	auto	female
TRINITY_DN129859_c2_g4_i3	0.0589	0.0952	1.6163	auto	female
TRINITY_DN117321_c5_g1_i1	0.059	0.0818	1.3877	auto	female
TRINITY_DN134201_c1_g1_i7	0.0591	0.1154	1.9513	auto	female
TRINITY_DN120411_c0_g3_i1	0.0594	0.1189	2	auto	female
TRINITY_DN140560_c3_g1_i2	0.0598	0.1209	2.0211	auto	female
TRINITY_DN135422_c6_g1_i2	0.0601	0.0844	1.4043	auto	female
TRINITY_DN133029_c3_g2_i1	0.0601	0.0897	1.4924	auto	female
TRINITY_DN129007_c4_g1_i2	0.0602	0.0646	1.0724	auto	female
TRINITY_DN125880_c5_g1_i4	0.0602	0.0948	1.574	auto	female
TRINITY_DN136772_c0_g1_i1	0.0604	0.0639	1.0579	auto	female
TRINITY_DN116436_c0_g1_i3	0.0605	0.105	1.7364	auto	female
TRINITY_DN140664_c1_g2_i2	0.0608	0.1155	1.8978	auto	female
TRINITY_DN135127_c0_g2_i2	0.0609	0.0834	1.3684	auto	female
TRINITY_DN138160_c1_g1_i2	0.061	0.118	1.9348	auto	female
TRINITY_DN129612_c0_g1_i2	0.0611	0.0952	1.5584	auto	female
TRINITY_DN127377_c0_g1_i2	0.0611	0.1037	1.6963	auto	female
TRINITY_DN134574_c4_g1_i2	0.0616	0.0778	1.263	auto	female
TRINITY_DN118415_c6_g1_i3	0.0616	0.1083	1.7582	auto	female
TRINITY_DN123785_c2_g2_i2	0.0617	0.1067	1.7297	auto	female
TRINITY_DN122714_c5_g1_i2	0.0617	0.1287	2.085	auto	female
TRINITY_DN126055_c0_g2_i4	0.0618	0.0893	1.4463	auto	female
TRINITY_DN129506_c0_g1_i2	0.0621	0.1076	1.7329	auto	female
TRINITY_DN123540_c0_g2_i1	0.0622	0.1223	1.9664	auto	female
TRINITY_DN135542_c0_g2_i3	0.0622	0.1263	2.0316	auto	female
TRINITY_DN115003_c0_g1_i1	0.0624	0.0844	1.3516	auto	female
TRINITY_DN125826_c1_g3_i1	0.0625	0.129	2.064	auto	female
TRINITY_DN130983_c0_g1_i1	0.0628	0.0829	1.321	auto	female
TRINITY_DN114418_c0_g1_i2	0.0629	0.1244	1.9774	auto	female
TRINITY_DN121745_c3_g1_i2	0.063	0.1094	1.7355	auto	female
TRINITY_DN114529_c0_g1_i2	0.0632	0.1068	1.6895	auto	female
TRINITY_DN128997_c1_g1_i2	0.0635	0.1139	1.7936	auto	female
TRINITY_DN138315_c1_g2_i4	0.0636	0.0582	0.9146	auto	female
TRINITY_DN129013_c0_g1_i1	0.0636	0.0674	1.0602	auto	female
TRINITY_DN106763_c0_g1_i1	0.0639	0.1079	1.6905	auto	female
TRINITY_DN125042_c5_g1_i4	0.0639	0.1122	1.7571	auto	female
TRINITY_DN138061_c4_g1_i1	0.0639	0.1326	2.0758	auto	female
TRINITY_DN128516_c5_g1_i1	0.064	0.127	1.9855	auto	female
TRINITY_DN119455_c6_g1_i6	0.064	0.1274	1.9903	auto	female
TRINITY_DN114829_c3_g1_i5	0.0641	0.0447	0.6968	auto	female
TRINITY_DN119814_c3_g1_i4	0.0642	0.0992	1.5451	auto	female
TRINITY_DN126422_c1_g1_i1	0.0643	0.1023	1.5918	auto	female
TRINITY_DN127078_c0_g1_i2	0.0643	0.1037	1.6121	auto	female
TRINITY_DN118577_c7_g1_i4	0.0643	0.1107	1.7232	auto	female
TRINITY_DN125453_c3_g1_i5	0.0645	0.0917	1.4208	auto	female
TRINITY_DN143263_c1_g1_i1	0.0646	0.1124	1.74	auto	female
TRINITY_DN120795_c3_g2_i2	0.0647	0.1187	1.8348	auto	female
TRINITY_DN141797_c1_g1_i6	0.0647	0.119	1.839	auto	female
TRINITY_DN124863_c1_g4_i1	0.0648	0.1257	1.9401	auto	female
TRINITY_DN133015_c1_g1_i1	0.0649	0.09	1.3868	auto	female
TRINITY_DN128301_c4_g1_i6	0.0649	0.1126	1.735	auto	female
TRINITY_DN112177_c0_g1_i1	0.0649	0.1269	1.955	auto	female
TRINITY_DN126851_c3_g3_i1	0.0649	0.1313	2.0218	auto	female
TRINITY_DN127805_c0_g1_i1	0.0652	0.1349	2.0699	auto	female
TRINITY_DN136661_c0_g1_i2	0.0653	0.0981	1.5023	auto	female
TRINITY_DN126732_c4_g3_i3	0.0659	0.1305	1.9796	auto	female
TRINITY_DN116594_c0_g1_i2	0.066	0.1036	1.5681	auto	female
TRINITY_DN124817_c4_g1_i3	0.066	0.1292	1.9587	auto	female
TRINITY_DN135893_c0_g1_i1	0.0661	0.1311	1.9841	auto	female
TRINITY_DN130646_c1_g3_i1	0.0662	0.1084	1.6363	auto	female
TRINITY_DN125846_c2_g1_i3	0.0663	0.1066	1.6085	auto	female
TRINITY_DN126451_c0_g1_i1	0.0666	0.1069	1.6045	auto	female
TRINITY_DN130953_c3_g1_i5	0.0671	0.104	1.5487	auto	female
TRINITY_DN105482_c0_g1_i3	0.0671	0.1202	1.7921	auto	female
TRINITY_DN125404_c1_g1_i2	0.0673	0.1058	1.5731	auto	female
TRINITY_DN134995_c5_g1_i1	0.0674	0.1109	1.6439	auto	female
TRINITY_DN112411_c0_g1_i3	0.0674	0.1229	1.8233	auto	female
TRINITY_DN131894_c2_g1_i10	0.0677	0.0838	1.2379	auto	female
TRINITY_DN126592_c0_g1_i3	0.0678	0.1218	1.7966	auto	female
TRINITY_DN114235_c0_g1_i1	0.0682	0.1245	1.8263	auto	female
TRINITY_DN126124_c3_g2_i1	0.0683	0.0904	1.3224	auto	female
TRINITY_DN120945_c3_g1_i2	0.0685	0.1082	1.5797	auto	female
TRINITY_DN115762_c2_g2_i1	0.0689	0.1294	1.8777	auto	female
TRINITY_DN127100_c1_g2_i1	0.069	0.1328	1.9231	auto	female
TRINITY_DN122673_c3_g1_i6	0.0691	0.0887	1.2827	auto	female
TRINITY_DN144363_c3_g2_i2	0.0691	0.1308	1.8931	auto	female
TRINITY_DN127422_c0_g1_i4	0.0696	0.1178	1.6929	auto	female
TRINITY_DN132134_c1_g2_i2	0.0698	0.1069	1.5301	auto	female
TRINITY_DN134850_c0_g1_i2	0.0702	0.1266	1.8041	auto	female
TRINITY_DN123557_c0_g1_i4	0.0703	0.1205	1.7144	auto	female
TRINITY_DN137914_c0_g1_i2	0.0703	0.1265	1.7992	auto	female
TRINITY_DN142909_c8_g2_i3	0.0705	0.1297	1.8405	auto	female
TRINITY_DN140843_c0_g2_i3	0.0706	0.1177	1.6666	auto	female
TRINITY_DN115038_c3_g4_i2	0.0709	0.1059	1.4933	auto	female
TRINITY_DN130372_c1_g2_i2	0.0709	0.1145	1.6145	auto	female
TRINITY_DN138156_c2_g1_i1	0.0709	0.1449	2.0443	auto	female
TRINITY_DN128018_c0_g1_i3	0.071	0.1312	1.8479	auto	female
TRINITY_DN116822_c6_g1_i6	0.071	0.1356	1.9103	auto	female
TRINITY_DN131878_c0_g1_i4	0.0711	0.1124	1.5814	auto	female
TRINITY_DN131994_c1_g1_i1	0.0712	0.1458	2.0459	auto	female
TRINITY_DN138793_c0_g1_i1	0.0716	0.1454	2.0297	auto	female
TRINITY_DN132029_c3_g1_i1	0.0718	0.1119	1.5584	auto	female
TRINITY_DN136417_c0_g1_i1	0.0718	0.1196	1.667	auto	female
TRINITY_DN119071_c2_g1_i10	0.072	0.0592	0.8217	auto	female
TRINITY_DN131600_c1_g1_i13	0.0727	0.0844	1.1611	auto	female
TRINITY_DN124432_c1_g2_i2	0.0733	0.0947	1.291	auto	female
TRINITY_DN120901_c1_g4_i1	0.0735	0.1504	2.0452	auto	female
TRINITY_DN130239_c1_g1_i1	0.0736	0.151	2.0514	auto	female
TRINITY_DN138316_c4_g1_i8	0.0741	0.1145	1.5454	auto	female
TRINITY_DN126467_c7_g1_i1	0.0741	0.1452	1.9596	auto	female
TRINITY_DN127219_c5_g1_i4	0.0746	0.0961	1.2879	auto	female
TRINITY_DN111985_c0_g1_i1	0.0746	0.1368	1.8323	auto	female
TRINITY_DN126171_c3_g1_i3	0.0747	0.109	1.458	auto	female
TRINITY_DN128777_c4_g1_i2	0.0747	0.1285	1.7193	auto	female
TRINITY_DN110297_c0_g1_i2	0.0749	0.1339	1.7884	auto	female
TRINITY_DN138428_c0_g1_i1	0.075	0.1358	1.8098	auto	female
TRINITY_DN130441_c8_g1_i10	0.075	0.153	2.0413	auto	female
TRINITY_DN123214_c4_g1_i4	0.0751	0.1253	1.6687	auto	female
TRINITY_DN123279_c1_g1_i4	0.0755	0.1117	1.4795	auto	female
TRINITY_DN131593_c4_g2_i7	0.0758	0.1196	1.5772	auto	female
TRINITY_DN134075_c0_g1_i1	0.076	0.1254	1.6502	auto	female
TRINITY_DN124924_c3_g3_i1	0.0764	0.0624	0.8161	auto	female
TRINITY_DN141015_c1_g1_i1	0.0765	0.1267	1.6565	auto	female
TRINITY_DN139908_c0_g2_i1	0.0766	0.1252	1.6339	auto	female
TRINITY_DN129027_c1_g1_i5	0.0767	0.1439	1.8775	auto	female
TRINITY_DN126675_c3_g2_i1	0.0769	0.084	1.0931	auto	female
TRINITY_DN133474_c1_g2_i2	0.0769	0.1451	1.8872	auto	female
TRINITY_DN139313_c1_g1_i8	0.0769	0.1527	1.9869	auto	female
TRINITY_DN126031_c4_g1_i1	0.077	0.1412	1.8339	auto	female
TRINITY_DN132237_c0_g1_i2	0.0773	0.1475	1.9089	auto	female
TRINITY_DN138768_c1_g2_i6	0.0775	0.118	1.523	auto	female
TRINITY_DN125139_c4_g2_i3	0.0775	0.1531	1.975	auto	female
TRINITY_DN142473_c1_g1_i8	0.0778	0.1563	2.0089	auto	female
TRINITY_DN124360_c6_g1_i1	0.0779	0.1326	1.7016	auto	female
TRINITY_DN134456_c0_g3_i8	0.0779	0.1405	1.8034	auto	female
TRINITY_DN132087_c4_g1_i3	0.078	0.1222	1.5658	auto	female
TRINITY_DN142775_c0_g1_i3	0.078	0.1356	1.7399	auto	female
TRINITY_DN118766_c6_g1_i2	0.0783	0.1514	1.9332	auto	female
TRINITY_DN129646_c4_g1_i1	0.0784	0.1278	1.6285	auto	female
TRINITY_DN130330_c3_g1_i2	0.0786	0.1249	1.5898	auto	female
TRINITY_DN123739_c0_g5_i4	0.0786	0.161	2.0486	auto	female
TRINITY_DN141596_c3_g1_i2	0.0789	0.1317	1.6699	auto	female
TRINITY_DN122213_c7_g3_i1	0.0789	0.1413	1.7902	auto	female
TRINITY_DN132374_c0_g2_i3	0.0792	0.1269	1.6029	auto	female
TRINITY_DN132442_c1_g1_i2	0.0792	0.1344	1.6962	auto	female
TRINITY_DN119221_c8_g1_i1	0.0795	0.0625	0.7861	auto	female
TRINITY_DN137659_c0_g1_i2	0.0796	0.0909	1.1418	auto	female
